measure,label,model,dataset,arch,pvp,nshot,sample,value,time_train,time_test,run,majority
Recall,1,roberta,yelp,pet,qa,10,3,0.4085,,,3,0.3383
Recall,1,roberta,yelp,pet,qa,10,3,0.3754,,,4,0.3383
Recall,1,roberta,yelp,pet,qa,10,3,0.2481,,,5,0.3383
Recall,2,roberta,yelp,pet,qa,10,3,0.0747,,,1,0.0656
Recall,2,roberta,yelp,pet,qa,10,3,0.1097,,,2,0.0656
Recall,2,roberta,yelp,pet,qa,10,3,0.0625,,,3,0.0656
Recall,2,roberta,yelp,pet,qa,10,3,0.0604,,,4,0.0656
Recall,2,roberta,yelp,pet,qa,10,3,0.0711,,,5,0.0656
Recall,3,roberta,yelp,pet,qa,10,3,0.4008,,,1,0.2817
Recall,3,roberta,yelp,pet,qa,10,3,0.3564,,,2,0.2817
Recall,3,roberta,yelp,pet,qa,10,3,0.1889,,,3,0.2817
Recall,3,roberta,yelp,pet,qa,10,3,0.2038,,,4,0.2817
Recall,3,roberta,yelp,pet,qa,10,3,0.2944,,,5,0.2817
Recall,4,roberta,yelp,pet,qa,10,3,0.7742,,,1,0.8422
Recall,4,roberta,yelp,pet,qa,10,3,0.8056,,,2,0.8422
Recall,4,roberta,yelp,pet,qa,10,3,0.8547,,,3,0.8422
Recall,4,roberta,yelp,pet,qa,10,3,0.8895,,,4,0.8422
Recall,4,roberta,yelp,pet,qa,10,3,0.8394,,,5,0.8422
Accuracy,Overall,roberta,yelp,pet,qa,10,4,0.41472,,,1,0.41896
Accuracy,Overall,roberta,yelp,pet,qa,10,4,0.41506,,,2,0.41896
Accuracy,Overall,roberta,yelp,pet,qa,10,4,0.42136,,,3,0.41896
Accuracy,Overall,roberta,yelp,pet,qa,10,4,0.4078,,,4,0.41896
Accuracy,Overall,roberta,yelp,pet,qa,10,4,0.39274,,,5,0.41896
F1,0,roberta,yelp,pet,qa,10,4,0.44633862843859,,,1,0.474646767386385
F1,0,roberta,yelp,pet,qa,10,4,0.45836006672655,,,2,0.474646767386385
F1,0,roberta,yelp,pet,qa,10,4,0.480248341347617,,,3,0.474646767386385
F1,0,roberta,yelp,pet,qa,10,4,0.494207347262105,,,4,0.474646767386385
F1,0,roberta,yelp,pet,qa,10,4,0.453458749755046,,,5,0.474646767386385
F1,1,roberta,yelp,pet,qa,10,4,0.48742903487429,,,1,0.510001869508319
F1,1,roberta,yelp,pet,qa,10,4,0.521665124884366,,,2,0.510001869508319
F1,1,roberta,yelp,pet,qa,10,4,0.502514071294559,,,3,0.510001869508319
F1,1,roberta,yelp,pet,qa,10,4,0.473908458131196,,,4,0.510001869508319
F1,1,roberta,yelp,pet,qa,10,4,0.502831948448363,,,5,0.510001869508319
F1,2,roberta,yelp,pet,qa,10,4,0.317529321197301,,,1,0.281043791241752
F1,2,roberta,yelp,pet,qa,10,4,0.239148419833434,,,2,0.281043791241752
F1,2,roberta,yelp,pet,qa,10,4,0.277166882276843,,,3,0.281043791241752
F1,2,roberta,yelp,pet,qa,10,4,0.271872299323878,,,4,0.281043791241752
F1,2,roberta,yelp,pet,qa,10,4,0.283362434522325,,,5,0.281043791241752
F1,3,roberta,yelp,pet,qa,10,4,0.392128767254143,,,1,0.400786958965711
F1,3,roberta,yelp,pet,qa,10,4,0.440118226600985,,,2,0.400786958965711
F1,3,roberta,yelp,pet,qa,10,4,0.424361158432709,,,3,0.400786958965711
F1,3,roberta,yelp,pet,qa,10,4,0.360550553658284,,,4,0.400786958965711
F1,3,roberta,yelp,pet,qa,10,4,0.268821442648798,,,5,0.400786958965711
F1,4,roberta,yelp,pet,qa,10,4,0.434715456813592,,,1,0.406197762633406
F1,4,roberta,yelp,pet,qa,10,4,0.342865374918966,,,2,0.406197762633406
F1,4,roberta,yelp,pet,qa,10,4,0.386056820471489,,,3,0.406197762633406
F1,4,roberta,yelp,pet,qa,10,4,0.423859649122807,,,4,0.406197762633406
F1,4,roberta,yelp,pet,qa,10,4,0.414187068424357,,,5,0.406197762633406
F1,Overall,roberta,yelp,pet,qa,10,4,0.415628241715583,,,1,0.414535429947115
F1,Overall,roberta,yelp,pet,qa,10,4,0.40043144259286,,,2,0.414535429947115
F1,Overall,roberta,yelp,pet,qa,10,4,0.414069454764643,,,3,0.414535429947115
F1,Overall,roberta,yelp,pet,qa,10,4,0.404879661499654,,,4,0.414535429947115
F1,Overall,roberta,yelp,pet,qa,10,4,0.384532328759778,,,5,0.414535429947115
Precision,0,roberta,yelp,pet,qa,10,4,0.629967189208895,,,1,0.611119861395495
Precision,0,roberta,yelp,pet,qa,10,4,0.639455782312925,,,2,0.611119861395495
Precision,0,roberta,yelp,pet,qa,10,4,0.613625758282781,,,3,0.611119861395495
Precision,0,roberta,yelp,pet,qa,10,4,0.489409688174152,,,4,0.611119861395495
Precision,0,roberta,yelp,pet,qa,10,4,0.653795441702769,,,5,0.611119861395495
Precision,1,roberta,yelp,pet,qa,10,4,0.409959072305593,,,1,0.407285756942371
Precision,1,roberta,yelp,pet,qa,10,4,0.414038179148311,,,2,0.407285756942371
Precision,1,roberta,yelp,pet,qa,10,4,0.402162162162162,,,3,0.407285756942371
Precision,1,roberta,yelp,pet,qa,10,4,0.409850419554907,,,4,0.407285756942371
Precision,1,roberta,yelp,pet,qa,10,4,0.38044649730562,,,5,0.407285756942371
Precision,2,roberta,yelp,pet,qa,10,4,0.290159728544236,,,1,0.280987604958017
Precision,2,roberta,yelp,pet,qa,10,4,0.266633870372648,,,2,0.280987604958017
Precision,2,roberta,yelp,pet,qa,10,4,0.300631431244153,,,3,0.280987604958017
Precision,2,roberta,yelp,pet,qa,10,4,0.276496742839417,,,4,0.280987604958017
Precision,2,roberta,yelp,pet,qa,10,4,0.242493240358617,,,5,0.280987604958017
Precision,3,roberta,yelp,pet,qa,10,4,0.375331443723142,,,1,0.37698272823405
Precision,3,roberta,yelp,pet,qa,10,4,0.363186991869919,,,2,0.37698272823405
Precision,3,roberta,yelp,pet,qa,10,4,0.369584569732938,,,3,0.37698272823405
Precision,3,roberta,yelp,pet,qa,10,4,0.373579240832082,,,4,0.37698272823405
Precision,3,roberta,yelp,pet,qa,10,4,0.391803906549215,,,5,0.37698272823405
Precision,4,roberta,yelp,pet,qa,10,4,0.535411179397132,,,1,0.568779258192294
Precision,4,roberta,yelp,pet,qa,10,4,0.612928148338913,,,2,0.568779258192294
Precision,4,roberta,yelp,pet,qa,10,4,0.587850276130088,,,3,0.568779258192294
Precision,4,roberta,yelp,pet,qa,10,4,0.510422535211268,,,4,0.568779258192294
Precision,4,roberta,yelp,pet,qa,10,4,0.556323777403035,,,5,0.568779258192294
Recall,0,roberta,yelp,pet,qa,10,4,0.3456,,,1,0.388
Recall,0,roberta,yelp,pet,qa,10,4,0.3572,,,2,0.388
Recall,0,roberta,yelp,pet,qa,10,4,0.3945,,,3,0.388
Recall,0,roberta,yelp,pet,qa,10,4,0.4991,,,4,0.388
Recall,0,roberta,yelp,pet,qa,10,4,0.3471,,,5,0.388
Recall,1,roberta,yelp,pet,qa,10,4,0.601,,,1,0.682
Recall,1,roberta,yelp,pet,qa,10,4,0.7049,,,2,0.682
Recall,1,roberta,yelp,pet,qa,10,4,0.6696,,,3,0.682
Recall,1,roberta,yelp,pet,qa,10,4,0.5617,,,4,0.682
Recall,1,roberta,yelp,pet,qa,10,4,0.7413,,,5,0.682
Recall,2,roberta,yelp,pet,qa,10,4,0.3506,,,1,0.2811
Recall,2,roberta,yelp,pet,qa,10,4,0.2168,,,2,0.2811
Recall,2,roberta,yelp,pet,qa,10,4,0.2571,,,3,0.2811
Recall,2,roberta,yelp,pet,qa,10,4,0.2674,,,4,0.2811
Recall,2,roberta,yelp,pet,qa,10,4,0.3408,,,5,0.2811
Recall,3,roberta,yelp,pet,qa,10,4,0.4105,,,1,0.4278
Recall,3,roberta,yelp,pet,qa,10,4,0.5584,,,2,0.4278
Recall,3,roberta,yelp,pet,qa,10,4,0.4982,,,3,0.4278
Recall,3,roberta,yelp,pet,qa,10,4,0.3484,,,4,0.4278
Recall,3,roberta,yelp,pet,qa,10,4,0.2046,,,5,0.4278
Recall,4,roberta,yelp,pet,qa,10,4,0.3659,,,1,0.3159
Recall,4,roberta,yelp,pet,qa,10,4,0.238,,,2,0.3159
Recall,4,roberta,yelp,pet,qa,10,4,0.2874,,,3,0.3159
Recall,4,roberta,yelp,pet,qa,10,4,0.3624,,,4,0.3159
Recall,4,roberta,yelp,pet,qa,10,4,0.3299,,,5,0.3159
Accuracy,Overall,roberta,yelp,pet,qa,10,5,0.42694,,,1,0.4514
Accuracy,Overall,roberta,yelp,pet,qa,10,5,0.47222,,,2,0.4514
Accuracy,Overall,roberta,yelp,pet,qa,10,5,0.45898,,,3,0.4514
Accuracy,Overall,roberta,yelp,pet,qa,10,5,0.43894,,,4,0.4514
Accuracy,Overall,roberta,yelp,pet,qa,10,5,0.4399,,,5,0.4514
F1,0,roberta,yelp,pet,qa,10,5,0.321354083106048,,,1,0.425800890676627
F1,0,roberta,yelp,pet,qa,10,5,0.492810714989167,,,2,0.425800890676627
F1,0,roberta,yelp,pet,qa,10,5,0.428299956146762,,,3,0.425800890676627
F1,0,roberta,yelp,pet,qa,10,5,0.421631796134077,,,4,0.425800890676627
F1,0,roberta,yelp,pet,qa,10,5,0.436948123620309,,,5,0.425800890676627
F1,1,roberta,yelp,pet,qa,10,5,0.512282460789229,,,1,0.518046234153617
F1,1,roberta,yelp,pet,qa,10,5,0.513996802855125,,,2,0.518046234153617
F1,1,roberta,yelp,pet,qa,10,5,0.519975741035555,,,3,0.518046234153617
F1,1,roberta,yelp,pet,qa,10,5,0.523363805222712,,,4,0.518046234153617
F1,1,roberta,yelp,pet,qa,10,5,0.486458038136108,,,5,0.518046234153617
F1,2,roberta,yelp,pet,qa,10,5,0.122609673790776,,,1,0.173951499963146
F1,2,roberta,yelp,pet,qa,10,5,0.276393618928123,,,2,0.173951499963146
F1,2,roberta,yelp,pet,qa,10,5,0.110432527398979,,,3,0.173951499963146
F1,2,roberta,yelp,pet,qa,10,5,0.165363298155038,,,4,0.173951499963146
F1,2,roberta,yelp,pet,qa,10,5,0.222440429431788,,,5,0.173951499963146
F1,3,roberta,yelp,pet,qa,10,5,0.5003367003367,,,1,0.497598781174444
F1,3,roberta,yelp,pet,qa,10,5,0.494515575764828,,,2,0.497598781174444
F1,3,roberta,yelp,pet,qa,10,5,0.489430947762911,,,3,0.497598781174444
F1,3,roberta,yelp,pet,qa,10,5,0.495953094130393,,,4,0.497598781174444
F1,3,roberta,yelp,pet,qa,10,5,0.47687357554632,,,5,0.497598781174444
F1,4,roberta,yelp,pet,qa,10,5,0.449213359094673,,,1,0.511937024132146
F1,4,roberta,yelp,pet,qa,10,5,0.551986054040593,,,2,0.511937024132146
F1,4,roberta,yelp,pet,qa,10,5,0.575723069915737,,,3,0.511937024132146
F1,4,roberta,yelp,pet,qa,10,5,0.420258164632856,,,4,0.511937024132146
F1,4,roberta,yelp,pet,qa,10,5,0.510738639984705,,,5,0.511937024132146
F1,Overall,roberta,yelp,pet,qa,10,5,0.381159255423485,,,1,0.425466886019996
F1,Overall,roberta,yelp,pet,qa,10,5,0.465940553315567,,,2,0.425466886019996
F1,Overall,roberta,yelp,pet,qa,10,5,0.424772448451989,,,3,0.425466886019996
F1,Overall,roberta,yelp,pet,qa,10,5,0.405314031655015,,,4,0.425466886019996
F1,Overall,roberta,yelp,pet,qa,10,5,0.426691761343846,,,5,0.425466886019996
Precision,0,roberta,yelp,pet,qa,10,5,0.812246553122466,,,1,0.755736868944416
Precision,0,roberta,yelp,pet,qa,10,5,0.717453641751099,,,2,0.755736868944416
Precision,0,roberta,yelp,pet,qa,10,5,0.795763172189028,,,3,0.755736868944416
Precision,0,roberta,yelp,pet,qa,10,5,0.763703120902177,,,4,0.755736868944416
Precision,0,roberta,yelp,pet,qa,10,5,0.704403914590747,,,5,0.755736868944416
Precision,1,roberta,yelp,pet,qa,10,5,0.399029342853955,,,1,0.413020214030916
Precision,1,roberta,yelp,pet,qa,10,5,0.409077460204746,,,2,0.413020214030916
Precision,1,roberta,yelp,pet,qa,10,5,0.41869124649005,,,3,0.413020214030916
Precision,1,roberta,yelp,pet,qa,10,5,0.411582746176319,,,4,0.413020214030916
Precision,1,roberta,yelp,pet,qa,10,5,0.408679681654309,,,5,0.413020214030916
Precision,2,roberta,yelp,pet,qa,10,5,0.311937857726901,,,1,0.330810204653771
Precision,2,roberta,yelp,pet,qa,10,5,0.343327890752561,,,2,0.330810204653771
Precision,2,roberta,yelp,pet,qa,10,5,0.337941628264209,,,3,0.330810204653771
Precision,2,roberta,yelp,pet,qa,10,5,0.343424787133396,,,4,0.330810204653771
Precision,2,roberta,yelp,pet,qa,10,5,0.322024260803639,,,5,0.330810204653771
Precision,3,roberta,yelp,pet,qa,10,5,0.360520511689457,,,1,0.372010102510771
Precision,3,roberta,yelp,pet,qa,10,5,0.411319753168337,,,2,0.372010102510771
Precision,3,roberta,yelp,pet,qa,10,5,0.364562417356384,,,3,0.372010102510771
Precision,3,roberta,yelp,pet,qa,10,5,0.363950986811337,,,4,0.372010102510771
Precision,3,roberta,yelp,pet,qa,10,5,0.358640855011091,,,5,0.372010102510771
Precision,4,roberta,yelp,pet,qa,10,5,0.724621549421193,,,1,0.721535103674063
Precision,4,roberta,yelp,pet,qa,10,5,0.731276806334543,,,2,0.721535103674063
Precision,4,roberta,yelp,pet,qa,10,5,0.668429402432575,,,3,0.721535103674063
Precision,4,roberta,yelp,pet,qa,10,5,0.713191285611683,,,4,0.721535103674063
Precision,4,roberta,yelp,pet,qa,10,5,0.704094183798981,,,5,0.721535103674063
Recall,0,roberta,yelp,pet,qa,10,5,0.2003,,,1,0.2964
Recall,0,roberta,yelp,pet,qa,10,5,0.3753,,,2,0.2964
Recall,0,roberta,yelp,pet,qa,10,5,0.293,,,3,0.2964
Recall,0,roberta,yelp,pet,qa,10,5,0.2912,,,4,0.2964
Recall,0,roberta,yelp,pet,qa,10,5,0.3167,,,5,0.2964
Recall,1,roberta,yelp,pet,qa,10,5,0.7153,,,1,0.6947
Recall,1,roberta,yelp,pet,qa,10,5,0.6913,,,2,0.6947
Recall,1,roberta,yelp,pet,qa,10,5,0.6859,,,3,0.6947
Recall,1,roberta,yelp,pet,qa,10,5,0.7185,,,4,0.6947
Recall,1,roberta,yelp,pet,qa,10,5,0.6008,,,5,0.6947
Recall,2,roberta,yelp,pet,qa,10,5,0.0763,,,1,0.118
Recall,2,roberta,yelp,pet,qa,10,5,0.2313,,,2,0.118
Recall,2,roberta,yelp,pet,qa,10,5,0.066,,,3,0.118
Recall,2,roberta,yelp,pet,qa,10,5,0.1089,,,4,0.118
Recall,2,roberta,yelp,pet,qa,10,5,0.1699,,,5,0.118
Recall,3,roberta,yelp,pet,qa,10,5,0.8173,,,1,0.7512
Recall,3,roberta,yelp,pet,qa,10,5,0.6199,,,2,0.7512
Recall,3,roberta,yelp,pet,qa,10,5,0.7444,,,3,0.7512
Recall,3,roberta,yelp,pet,qa,10,5,0.7782,,,4,0.7512
Recall,3,roberta,yelp,pet,qa,10,5,0.7114,,,5,0.7512
Recall,4,roberta,yelp,pet,qa,10,5,0.3255,,,1,0.3967
Recall,4,roberta,yelp,pet,qa,10,5,0.4433,,,2,0.3967
Recall,4,roberta,yelp,pet,qa,10,5,0.5056,,,3,0.3967
Recall,4,roberta,yelp,pet,qa,10,5,0.2979,,,4,0.3967
Recall,4,roberta,yelp,pet,qa,10,5,0.4007,,,5,0.3967
Accuracy,Overall,roberta,yelp,pet,qa,100,1,0.55006,,,1,0.5588
Accuracy,Overall,roberta,yelp,pet,qa,100,1,0.55216,,,2,0.5588
Accuracy,Overall,roberta,yelp,pet,qa,100,1,0.5505,,,3,0.5588
Accuracy,Overall,roberta,yelp,pet,qa,100,1,0.5501,,,4,0.5588
Accuracy,Overall,roberta,yelp,pet,qa,100,1,0.52724,,,5,0.5588
F1,0,roberta,yelp,pet,qa,100,1,0.683216746436649,,,1,0.681660535995796
F1,0,roberta,yelp,pet,qa,100,1,0.666917616691762,,,2,0.681660535995796
F1,0,roberta,yelp,pet,qa,100,1,0.644444444444445,,,3,0.681660535995796
F1,0,roberta,yelp,pet,qa,100,1,0.692635057327392,,,4,0.681660535995796
F1,0,roberta,yelp,pet,qa,100,1,0.680083134789882,,,5,0.681660535995796
F1,1,roberta,yelp,pet,qa,100,1,0.488944796555228,,,1,0.521041545287501
F1,1,roberta,yelp,pet,qa,100,1,0.497974963181149,,,2,0.521041545287501
F1,1,roberta,yelp,pet,qa,100,1,0.526944647646915,,,3,0.521041545287501
F1,1,roberta,yelp,pet,qa,100,1,0.522292418772563,,,4,0.521041545287501
F1,1,roberta,yelp,pet,qa,100,1,0.496833564219276,,,5,0.521041545287501
F1,2,roberta,yelp,pet,qa,100,1,0.421602787456446,,,1,0.413951882122712
F1,2,roberta,yelp,pet,qa,100,1,0.433497536945813,,,2,0.413951882122712
F1,2,roberta,yelp,pet,qa,100,1,0.396180513319547,,,3,0.413951882122712
F1,2,roberta,yelp,pet,qa,100,1,0.381466540104414,,,4,0.413951882122712
F1,2,roberta,yelp,pet,qa,100,1,0.345963192980457,,,5,0.413951882122712
F1,3,roberta,yelp,pet,qa,100,1,0.504886282871358,,,1,0.483452960161858
F1,3,roberta,yelp,pet,qa,100,1,0.467491790856277,,,2,0.483452960161858
F1,3,roberta,yelp,pet,qa,100,1,0.49241697062776,,,3,0.483452960161858
F1,3,roberta,yelp,pet,qa,100,1,0.433886195458025,,,4,0.483452960161858
F1,3,roberta,yelp,pet,qa,100,1,0.445237441668954,,,5,0.483452960161858
F1,4,roberta,yelp,pet,qa,100,1,0.658503961312892,,,1,0.684759306178133
F1,4,roberta,yelp,pet,qa,100,1,0.690591841546805,,,2,0.684759306178133
F1,4,roberta,yelp,pet,qa,100,1,0.681713772096275,,,3,0.684759306178133
F1,4,roberta,yelp,pet,qa,100,1,0.685001867762421,,,4,0.684759306178133
F1,4,roberta,yelp,pet,qa,100,1,0.651849699786946,,,5,0.684759306178133
F1,Overall,roberta,yelp,pet,qa,100,1,0.551430914926514,,,1,0.5569732459492
F1,Overall,roberta,yelp,pet,qa,100,1,0.551294749844361,,,2,0.5569732459492
F1,Overall,roberta,yelp,pet,qa,100,1,0.548340069626988,,,3,0.5569732459492
F1,Overall,roberta,yelp,pet,qa,100,1,0.543056415884963,,,4,0.5569732459492
F1,Overall,roberta,yelp,pet,qa,100,1,0.523993406689103,,,5,0.5569732459492
Precision,0,roberta,yelp,pet,qa,100,1,0.720625762787085,,,1,0.71827242524917
Precision,0,roberta,yelp,pet,qa,100,1,0.721382038157282,,,2,0.71827242524917
Precision,0,roberta,yelp,pet,qa,100,1,0.720519159456119,,,3,0.71827242524917
Precision,0,roberta,yelp,pet,qa,100,1,0.69357264614459,,,4,0.71827242524917
Precision,0,roberta,yelp,pet,qa,100,1,0.689626811966691,,,5,0.71827242524917
Precision,1,roberta,yelp,pet,qa,100,1,0.473615146686662,,,1,0.472102655729717
Precision,1,roberta,yelp,pet,qa,100,1,0.461289222373806,,,2,0.472102655729717
Precision,1,roberta,yelp,pet,qa,100,1,0.443858688210325,,,3,0.472102655729717
Precision,1,roberta,yelp,pet,qa,100,1,0.475904605263158,,,4,0.472102655729717
Precision,1,roberta,yelp,pet,qa,100,1,0.491676459067763,,,5,0.472102655729717
Precision,2,roberta,yelp,pet,qa,100,1,0.462715105162524,,,1,0.487659343639816
Precision,2,roberta,yelp,pet,qa,100,1,0.466574458275703,,,2,0.487659343639816
Precision,2,roberta,yelp,pet,qa,100,1,0.505588326606644,,,3,0.487659343639816
Precision,2,roberta,yelp,pet,qa,100,1,0.468932322053676,,,4,0.487659343639816
Precision,2,roberta,yelp,pet,qa,100,1,0.402065951529599,,,5,0.487659343639816
Precision,3,roberta,yelp,pet,qa,100,1,0.454203964194374,,,1,0.466400223069059
Precision,3,roberta,yelp,pet,qa,100,1,0.472383869321082,,,2,0.466400223069059
Precision,3,roberta,yelp,pet,qa,100,1,0.473421926910299,,,3,0.466400223069059
Precision,3,roberta,yelp,pet,qa,100,1,0.44304325169359,,,4,0.466400223069059
Precision,3,roberta,yelp,pet,qa,100,1,0.410355877888345,,,5,0.466400223069059
Precision,4,roberta,yelp,pet,qa,100,1,0.67810976901886,,,1,0.667711896617256
Precision,4,roberta,yelp,pet,qa,100,1,0.653458277554663,,,2,0.667711896617256
Precision,4,roberta,yelp,pet,qa,100,1,0.680829842409735,,,3,0.667711896617256
Precision,4,roberta,yelp,pet,qa,100,1,0.642519271198318,,,4,0.667711896617256
Precision,4,roberta,yelp,pet,qa,100,1,0.631900112654901,,,5,0.667711896617256
Recall,0,roberta,yelp,pet,qa,100,1,0.6495,,,1,0.6486
Recall,0,roberta,yelp,pet,qa,100,1,0.6201,,,2,0.6486
Recall,0,roberta,yelp,pet,qa,100,1,0.5829,,,3,0.6486
Recall,0,roberta,yelp,pet,qa,100,1,0.6917,,,4,0.6486
Recall,0,roberta,yelp,pet,qa,100,1,0.6708,,,5,0.6486
Recall,1,roberta,yelp,pet,qa,100,1,0.5053,,,1,0.5813
Recall,1,roberta,yelp,pet,qa,100,1,0.541,,,2,0.5813
Recall,1,roberta,yelp,pet,qa,100,1,0.6483,,,3,0.5813
Recall,1,roberta,yelp,pet,qa,100,1,0.5787,,,4,0.5813
Recall,1,roberta,yelp,pet,qa,100,1,0.5021,,,5,0.5813
Recall,2,roberta,yelp,pet,qa,100,1,0.3872,,,1,0.3596
Recall,2,roberta,yelp,pet,qa,100,1,0.4048,,,2,0.3596
Recall,2,roberta,yelp,pet,qa,100,1,0.3257,,,3,0.3596
Recall,2,roberta,yelp,pet,qa,100,1,0.3215,,,4,0.3596
Recall,2,roberta,yelp,pet,qa,100,1,0.3036,,,5,0.3596
Recall,3,roberta,yelp,pet,qa,100,1,0.5683,,,1,0.5018
Recall,3,roberta,yelp,pet,qa,100,1,0.4627,,,2,0.5018
Recall,3,roberta,yelp,pet,qa,100,1,0.513,,,3,0.5018
Recall,3,roberta,yelp,pet,qa,100,1,0.4251,,,4,0.5018
Recall,3,roberta,yelp,pet,qa,100,1,0.4866,,,5,0.5018
Recall,4,roberta,yelp,pet,qa,100,1,0.64,,,1,0.7027
Recall,4,roberta,yelp,pet,qa,100,1,0.7322,,,2,0.7027
Recall,4,roberta,yelp,pet,qa,100,1,0.6826,,,3,0.7027
Recall,4,roberta,yelp,pet,qa,100,1,0.7335,,,4,0.7027
Recall,4,roberta,yelp,pet,qa,100,1,0.6731,,,5,0.7027
Accuracy,Overall,roberta,yelp,pet,qa,100,2,0.5514,,,1,0.5628
Accuracy,Overall,roberta,yelp,pet,qa,100,2,0.55218,,,2,0.5628
Accuracy,Overall,roberta,yelp,pet,qa,100,2,0.55478,,,3,0.5628
Accuracy,Overall,roberta,yelp,pet,qa,100,2,0.56344,,,4,0.5628
Accuracy,Overall,roberta,yelp,pet,qa,100,2,0.56488,,,5,0.5628
F1,0,roberta,yelp,pet,qa,100,2,0.675948559889468,,,1,0.684494262076328
F1,0,roberta,yelp,pet,qa,100,2,0.66603668704836,,,2,0.684494262076328
F1,0,roberta,yelp,pet,qa,100,2,0.705578204235856,,,3,0.684494262076328
F1,0,roberta,yelp,pet,qa,100,2,0.685166336315423,,,4,0.684494262076328
F1,0,roberta,yelp,pet,qa,100,2,0.673555966496247,,,5,0.684494262076328
F1,1,roberta,yelp,pet,qa,100,2,0.512968563834662,,,1,0.509208103130755
F1,1,roberta,yelp,pet,qa,100,2,0.501978518937253,,,2,0.509208103130755
F1,1,roberta,yelp,pet,qa,100,2,0.474773543848996,,,3,0.509208103130755
F1,1,roberta,yelp,pet,qa,100,2,0.506684981684982,,,4,0.509208103130755
F1,1,roberta,yelp,pet,qa,100,2,0.5102536427415,,,5,0.509208103130755
F1,2,roberta,yelp,pet,qa,100,2,0.394916078812941,,,1,0.421096149303095
F1,2,roberta,yelp,pet,qa,100,2,0.407538549400343,,,2,0.421096149303095
F1,2,roberta,yelp,pet,qa,100,2,0.380286825473991,,,3,0.421096149303095
F1,2,roberta,yelp,pet,qa,100,2,0.446318668794165,,,4,0.421096149303095
F1,2,roberta,yelp,pet,qa,100,2,0.453298718889328,,,5,0.421096149303095
F1,3,roberta,yelp,pet,qa,100,2,0.49061246810062,,,1,0.496785561217201
F1,3,roberta,yelp,pet,qa,100,2,0.506688068485821,,,2,0.496785561217201
F1,3,roberta,yelp,pet,qa,100,2,0.48132501200192,,,3,0.496785561217201
F1,3,roberta,yelp,pet,qa,100,2,0.47674957515835,,,4,0.496785561217201
F1,3,roberta,yelp,pet,qa,100,2,0.497653041267358,,,5,0.496785561217201
F1,4,roberta,yelp,pet,qa,100,2,0.665935533091741,,,1,0.686314425835107
F1,4,roberta,yelp,pet,qa,100,2,0.675494146996738,,,2,0.686314425835107
F1,4,roberta,yelp,pet,qa,100,2,0.683917859801217,,,3,0.686314425835107
F1,4,roberta,yelp,pet,qa,100,2,0.683565657462488,,,4,0.686314425835107
F1,4,roberta,yelp,pet,qa,100,2,0.685999905691517,,,5,0.686314425835107
F1,Overall,roberta,yelp,pet,qa,100,2,0.548076240745886,,,1,0.559579700312497
F1,Overall,roberta,yelp,pet,qa,100,2,0.551547194173703,,,2,0.559579700312497
F1,Overall,roberta,yelp,pet,qa,100,2,0.545176289072396,,,3,0.559579700312497
F1,Overall,roberta,yelp,pet,qa,100,2,0.559697043883081,,,4,0.559579700312497
F1,Overall,roberta,yelp,pet,qa,100,2,0.56415225501719,,,5,0.559579700312497
Precision,0,roberta,yelp,pet,qa,100,2,0.721251984577002,,,1,0.734058385804236
Precision,0,roberta,yelp,pet,qa,100,2,0.749812265331665,,,2,0.734058385804236
Precision,0,roberta,yelp,pet,qa,100,2,0.701601740162151,,,3,0.734058385804236
Precision,0,roberta,yelp,pet,qa,100,2,0.737856236298604,,,4,0.734058385804236
Precision,0,roberta,yelp,pet,qa,100,2,0.738373479608872,,,5,0.734058385804236
Precision,1,roberta,yelp,pet,qa,100,2,0.473439350363729,,,1,0.471843003412969
Precision,1,roberta,yelp,pet,qa,100,2,0.474527965799786,,,2,0.471843003412969
Precision,1,roberta,yelp,pet,qa,100,2,0.48058600553222,,,3,0.471843003412969
Precision,1,roberta,yelp,pet,qa,100,2,0.467314189189189,,,4,0.471843003412969
Precision,1,roberta,yelp,pet,qa,100,2,0.463631905851586,,,5,0.471843003412969
Precision,2,roberta,yelp,pet,qa,100,2,0.503879577901924,,,1,0.514281592613964
Precision,2,roberta,yelp,pet,qa,100,2,0.475099866844208,,,2,0.514281592613964
Precision,2,roberta,yelp,pet,qa,100,2,0.484665427509294,,,3,0.514281592613964
Precision,2,roberta,yelp,pet,qa,100,2,0.518812930577636,,,4,0.514281592613964
Precision,2,roberta,yelp,pet,qa,100,2,0.520274646974997,,,5,0.514281592613964
Precision,3,roberta,yelp,pet,qa,100,2,0.450686537173476,,,1,0.474224929539049
Precision,3,roberta,yelp,pet,qa,100,2,0.457193434180882,,,2,0.474224929539049
Precision,3,roberta,yelp,pet,qa,100,2,0.462880886426593,,,3,0.474224929539049
Precision,3,roberta,yelp,pet,qa,100,2,0.49145344516403,,,4,0.474224929539049
Precision,3,roberta,yelp,pet,qa,100,2,0.486892460773058,,,5,0.474224929539049
Precision,4,roberta,yelp,pet,qa,100,2,0.63643820634342,,,1,0.638625796452557
Precision,4,roberta,yelp,pet,qa,100,2,0.649206934710439,,,2,0.638625796452557
Precision,4,roberta,yelp,pet,qa,100,2,0.608302827323,,,3,0.638625796452557
Precision,4,roberta,yelp,pet,qa,100,2,0.614641545585183,,,4,0.638625796452557
Precision,4,roberta,yelp,pet,qa,100,2,0.649058624074239,,,5,0.638625796452557
