measure,label,model,dataset,arch,pvp,nshot,sample,value,time_train,time_test,run,majority
Precision,3,roberta-large,yelp,pet,prompt,10,2,0.46941431670282,,,5,0.483367817921375
Precision,4,roberta-large,yelp,pet,prompt,10,2,0.54635675110995,,,1,0.58028638028638
Precision,4,roberta-large,yelp,pet,prompt,10,2,0.620448289421943,,,2,0.58028638028638
Precision,4,roberta-large,yelp,pet,prompt,10,2,0.590840115878052,,,3,0.58028638028638
Precision,4,roberta-large,yelp,pet,prompt,10,2,0.576313052522101,,,4,0.58028638028638
Precision,4,roberta-large,yelp,pet,prompt,10,2,0.529328581933367,,,5,0.58028638028638
Recall,0,roberta-large,yelp,pet,prompt,10,2,0.304,,,1,0.1724
Recall,0,roberta-large,yelp,pet,prompt,10,2,0.185,,,2,0.1724
Recall,0,roberta-large,yelp,pet,prompt,10,2,0.2274,,,3,0.1724
Recall,0,roberta-large,yelp,pet,prompt,10,2,0.0394,,,4,0.1724
Recall,0,roberta-large,yelp,pet,prompt,10,2,0.0941,,,5,0.1724
Recall,1,roberta-large,yelp,pet,prompt,10,2,0.5527,,,1,0.6993
Recall,1,roberta-large,yelp,pet,prompt,10,2,0.726,,,2,0.6993
Recall,1,roberta-large,yelp,pet,prompt,10,2,0.5811,,,3,0.6993
Recall,1,roberta-large,yelp,pet,prompt,10,2,0.7821,,,4,0.6993
Recall,1,roberta-large,yelp,pet,prompt,10,2,0.7723,,,5,0.6993
Recall,2,roberta-large,yelp,pet,prompt,10,2,0.2415,,,1,0.3164
Recall,2,roberta-large,yelp,pet,prompt,10,2,0.3273,,,2,0.3164
Recall,2,roberta-large,yelp,pet,prompt,10,2,0.4463,,,3,0.3164
Recall,2,roberta-large,yelp,pet,prompt,10,2,0.3312,,,4,0.3164
Recall,2,roberta-large,yelp,pet,prompt,10,2,0.2617,,,5,0.3164
Recall,3,roberta-large,yelp,pet,prompt,10,2,0.2957,,,1,0.3037
Recall,3,roberta-large,yelp,pet,prompt,10,2,0.3574,,,2,0.3037
Recall,3,roberta-large,yelp,pet,prompt,10,2,0.3604,,,3,0.3037
Recall,3,roberta-large,yelp,pet,prompt,10,2,0.269,,,4,0.3037
Recall,3,roberta-large,yelp,pet,prompt,10,2,0.2164,,,5,0.3037
Recall,4,roberta-large,yelp,pet,prompt,10,2,0.8368,,,1,0.8713
Recall,4,roberta-large,yelp,pet,prompt,10,2,0.7889,,,2,0.8713
Recall,4,roberta-large,yelp,pet,prompt,10,2,0.8566,,,3,0.8713
Recall,4,roberta-large,yelp,pet,prompt,10,2,0.8866,,,4,0.8713
Recall,4,roberta-large,yelp,pet,prompt,10,2,0.9358,,,5,0.8713
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,3,0.44404,,,1,0.46594
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,3,0.45018,,,2,0.46594
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,3,0.45628,,,3,0.46594
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,3,0.44988,,,4,0.46594
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,3,0.45586,,,5,0.46594
F1,0,roberta-large,yelp,pet,prompt,10,3,0.340635329710348,,,1,0.303759602964172
F1,0,roberta-large,yelp,pet,prompt,10,3,0.485549132947977,,,2,0.303759602964172
F1,0,roberta-large,yelp,pet,prompt,10,3,0.415602566545963,,,3,0.303759602964172
F1,0,roberta-large,yelp,pet,prompt,10,3,0.165696005249774,,,4,0.303759602964172
F1,0,roberta-large,yelp,pet,prompt,10,3,0.0280483054148812,,,5,0.303759602964172
F1,1,roberta-large,yelp,pet,prompt,10,3,0.475261044176707,,,1,0.436031446264658
F1,1,roberta-large,yelp,pet,prompt,10,3,0.239377696430906,,,2,0.436031446264658
F1,1,roberta-large,yelp,pet,prompt,10,3,0.452670191987042,,,3,0.436031446264658
F1,1,roberta-large,yelp,pet,prompt,10,3,0.412443292287751,,,4,0.436031446264658
F1,1,roberta-large,yelp,pet,prompt,10,3,0.442593694229625,,,5,0.436031446264658
F1,2,roberta-large,yelp,pet,prompt,10,3,0.345217084362866,,,1,0.511502864698105
F1,2,roberta-large,yelp,pet,prompt,10,3,0.503549125324852,,,2,0.511502864698105
F1,2,roberta-large,yelp,pet,prompt,10,3,0.395910780669145,,,3,0.511502864698105
F1,2,roberta-large,yelp,pet,prompt,10,3,0.528020471577408,,,4,0.511502864698105
F1,2,roberta-large,yelp,pet,prompt,10,3,0.519026000825423,,,5,0.511502864698105
F1,3,roberta-large,yelp,pet,prompt,10,3,0.507312898708573,,,1,0.457153678628918
F1,3,roberta-large,yelp,pet,prompt,10,3,0.376044418090669,,,2,0.457153678628918
F1,3,roberta-large,yelp,pet,prompt,10,3,0.45591380812802,,,3,0.457153678628918
F1,3,roberta-large,yelp,pet,prompt,10,3,0.342309558466764,,,4,0.457153678628918
F1,3,roberta-large,yelp,pet,prompt,10,3,0.479457046551881,,,5,0.457153678628918
F1,4,roberta-large,yelp,pet,prompt,10,3,0.492461733225918,,,1,0.584500267236772
F1,4,roberta-large,yelp,pet,prompt,10,3,0.578799833887043,,,2,0.584500267236772
F1,4,roberta-large,yelp,pet,prompt,10,3,0.549011657374557,,,3,0.584500267236772
F1,4,roberta-large,yelp,pet,prompt,10,3,0.640411123385044,,,4,0.584500267236772
F1,4,roberta-large,yelp,pet,prompt,10,3,0.601974581356025,,,5,0.584500267236772
F1,Overall,roberta-large,yelp,pet,prompt,10,3,0.432177618036882,,,1,0.458589571958525
F1,Overall,roberta-large,yelp,pet,prompt,10,3,0.436664041336289,,,2,0.458589571958525
F1,Overall,roberta-large,yelp,pet,prompt,10,3,0.453821800940945,,,3,0.458589571958525
F1,Overall,roberta-large,yelp,pet,prompt,10,3,0.417776090193348,,,4,0.458589571958525
F1,Overall,roberta-large,yelp,pet,prompt,10,3,0.414219925675567,,,5,0.458589571958525
Precision,0,roberta-large,yelp,pet,prompt,10,3,0.387310485412154,,,1,0.474410702909323
Precision,0,roberta-large,yelp,pet,prompt,10,3,0.461372231226364,,,2,0.474410702909323
Precision,0,roberta-large,yelp,pet,prompt,10,3,0.569761365615746,,,3,0.474410702909323
Precision,0,roberta-large,yelp,pet,prompt,10,3,0.460976722957554,,,4,0.474410702909323
Precision,0,roberta-large,yelp,pet,prompt,10,3,0.537313432835821,,,5,0.474410702909323
Precision,1,roberta-large,yelp,pet,prompt,10,3,0.397114093959732,,,1,0.388754013626752
Precision,1,roberta-large,yelp,pet,prompt,10,3,0.345602114005285,,,2,0.388754013626752
Precision,1,roberta-large,yelp,pet,prompt,10,3,0.43226276044036,,,3,0.388754013626752
Precision,1,roberta-large,yelp,pet,prompt,10,3,0.36310384176493,,,4,0.388754013626752
Precision,1,roberta-large,yelp,pet,prompt,10,3,0.366743345382846,,,5,0.388754013626752
Precision,2,roberta-large,yelp,pet,prompt,10,3,0.58703481392557,,,1,0.457289204097715
Precision,2,roberta-large,yelp,pet,prompt,10,3,0.411317407008428,,,2,0.457289204097715
Precision,2,roberta-large,yelp,pet,prompt,10,3,0.436685962373372,,,3,0.457289204097715
Precision,2,roberta-large,yelp,pet,prompt,10,3,0.416133679055027,,,4,0.457289204097715
Precision,2,roberta-large,yelp,pet,prompt,10,3,0.441883345045678,,,5,0.457289204097715
Precision,3,roberta-large,yelp,pet,prompt,10,3,0.415138782785842,,,1,0.434094587304442
Precision,3,roberta-large,yelp,pet,prompt,10,3,0.407905508127704,,,2,0.434094587304442
Precision,3,roberta-large,yelp,pet,prompt,10,3,0.377476059294241,,,3,0.434094587304442
Precision,3,roberta-large,yelp,pet,prompt,10,3,0.434956843403206,,,4,0.434094587304442
Precision,3,roberta-large,yelp,pet,prompt,10,3,0.440271038982767,,,5,0.434094587304442
Precision,4,roberta-large,yelp,pet,prompt,10,3,0.579967470859311,,,1,0.627784156142365
Precision,4,roberta-large,yelp,pet,prompt,10,3,0.601791882556131,,,2,0.627784156142365
Precision,4,roberta-large,yelp,pet,prompt,10,3,0.556628982528263,,,3,0.627784156142365
Precision,4,roberta-large,yelp,pet,prompt,10,3,0.616116809906663,,,4,0.627784156142365
Precision,4,roberta-large,yelp,pet,prompt,10,3,0.662186487459498,,,5,0.627784156142365
Recall,0,roberta-large,yelp,pet,prompt,10,3,0.304,,,1,0.2234
Recall,0,roberta-large,yelp,pet,prompt,10,3,0.5124,,,2,0.2234
Recall,0,roberta-large,yelp,pet,prompt,10,3,0.3271,,,3,0.2234
Recall,0,roberta-large,yelp,pet,prompt,10,3,0.101,,,4,0.2234
Recall,0,roberta-large,yelp,pet,prompt,10,3,0.0144,,,5,0.2234
Recall,1,roberta-large,yelp,pet,prompt,10,3,0.5917,,,1,0.4964
Recall,1,roberta-large,yelp,pet,prompt,10,3,0.1831,,,2,0.4964
Recall,1,roberta-large,yelp,pet,prompt,10,3,0.4751,,,3,0.4964
Recall,1,roberta-large,yelp,pet,prompt,10,3,0.4773,,,4,0.4964
Recall,1,roberta-large,yelp,pet,prompt,10,3,0.558,,,5,0.4964
Recall,2,roberta-large,yelp,pet,prompt,10,3,0.2445,,,1,0.5803
Recall,2,roberta-large,yelp,pet,prompt,10,3,0.6491,,,2,0.5803
Recall,2,roberta-large,yelp,pet,prompt,10,3,0.3621,,,3,0.5803
Recall,2,roberta-large,yelp,pet,prompt,10,3,0.7222,,,4,0.5803
Recall,2,roberta-large,yelp,pet,prompt,10,3,0.6288,,,5,0.5803
Recall,3,roberta-large,yelp,pet,prompt,10,3,0.6521,,,1,0.4828
Recall,3,roberta-large,yelp,pet,prompt,10,3,0.3488,,,2,0.4828
Recall,3,roberta-large,yelp,pet,prompt,10,3,0.5755,,,3,0.4828
Recall,3,roberta-large,yelp,pet,prompt,10,3,0.2822,,,4,0.4828
Recall,3,roberta-large,yelp,pet,prompt,10,3,0.5263,,,5,0.4828
Recall,4,roberta-large,yelp,pet,prompt,10,3,0.4279,,,1,0.5468
Recall,4,roberta-large,yelp,pet,prompt,10,3,0.5575,,,2,0.5468
Recall,4,roberta-large,yelp,pet,prompt,10,3,0.5416,,,3,0.5468
Recall,4,roberta-large,yelp,pet,prompt,10,3,0.6667,,,4,0.5468
Recall,4,roberta-large,yelp,pet,prompt,10,3,0.5518,,,5,0.5468
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,4,0.5252,,,1,0.50062
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,4,0.50456,,,2,0.50062
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,4,0.45108,,,3,0.50062
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,4,0.4643,,,4,0.50062
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,4,0.51134,,,5,0.50062
F1,0,roberta-large,yelp,pet,prompt,10,4,0.656748687326264,,,1,0.42936449963477
F1,0,roberta-large,yelp,pet,prompt,10,4,0.418867643776505,,,2,0.42936449963477
F1,0,roberta-large,yelp,pet,prompt,10,4,0.194366689993002,,,3,0.42936449963477
F1,0,roberta-large,yelp,pet,prompt,10,4,0.215296961325967,,,4,0.42936449963477
F1,0,roberta-large,yelp,pet,prompt,10,4,0.559245960502693,,,5,0.42936449963477
F1,1,roberta-large,yelp,pet,prompt,10,4,0.533445059749344,,,1,0.56168537875855
F1,1,roberta-large,yelp,pet,prompt,10,4,0.564482380683517,,,2,0.56168537875855
F1,1,roberta-large,yelp,pet,prompt,10,4,0.542825290651378,,,3,0.56168537875855
F1,1,roberta-large,yelp,pet,prompt,10,4,0.534377773017961,,,4,0.56168537875855
F1,1,roberta-large,yelp,pet,prompt,10,4,0.574098704935247,,,5,0.56168537875855
F1,2,roberta-large,yelp,pet,prompt,10,4,0.0844395280235988,,,1,0.298031088082902
F1,2,roberta-large,yelp,pet,prompt,10,4,0.417803623350481,,,2,0.298031088082902
F1,2,roberta-large,yelp,pet,prompt,10,4,0.367483424618046,,,3,0.298031088082902
F1,2,roberta-large,yelp,pet,prompt,10,4,0.0320906994619523,,,4,0.298031088082902
F1,2,roberta-large,yelp,pet,prompt,10,4,0.325237592397043,,,5,0.298031088082902
F1,3,roberta-large,yelp,pet,prompt,10,4,0.569008171527101,,,1,0.539379851069698
F1,3,roberta-large,yelp,pet,prompt,10,4,0.50098879367172,,,2,0.539379851069698
F1,3,roberta-large,yelp,pet,prompt,10,4,0.504911969796202,,,3,0.539379851069698
F1,3,roberta-large,yelp,pet,prompt,10,4,0.517142751012221,,,4,0.539379851069698
F1,3,roberta-large,yelp,pet,prompt,10,4,0.514550958627649,,,5,0.539379851069698
F1,4,roberta-large,yelp,pet,prompt,10,4,0.578461538461538,,,1,0.567343770216069
F1,4,roberta-large,yelp,pet,prompt,10,4,0.566567579533236,,,2,0.567343770216069
F1,4,roberta-large,yelp,pet,prompt,10,4,0.458798933025737,,,3,0.567343770216069
F1,4,roberta-large,yelp,pet,prompt,10,4,0.663696620667174,,,4,0.567343770216069
F1,4,roberta-large,yelp,pet,prompt,10,4,0.536497326203209,,,5,0.567343770216069
F1,Overall,roberta-large,yelp,pet,prompt,10,4,0.484420597017569,,,1,0.479160917552398
F1,Overall,roberta-large,yelp,pet,prompt,10,4,0.493742004203092,,,2,0.479160917552398
F1,Overall,roberta-large,yelp,pet,prompt,10,4,0.413677261616873,,,3,0.479160917552398
F1,Overall,roberta-large,yelp,pet,prompt,10,4,0.392520961097055,,,4,0.479160917552398
F1,Overall,roberta-large,yelp,pet,prompt,10,4,0.501926108533168,,,5,0.479160917552398
Precision,0,roberta-large,yelp,pet,prompt,10,4,0.67674517292595,,,1,0.796476964769648
Precision,0,roberta-large,yelp,pet,prompt,10,4,0.818076140656786,,,2,0.796476964769648
Precision,0,roberta-large,yelp,pet,prompt,10,4,0.775837988826816,,,3,0.796476964769648
Precision,0,roberta-large,yelp,pet,prompt,10,4,0.787247474747475,,,4,0.796476964769648
Precision,0,roberta-large,yelp,pet,prompt,10,4,0.779306647605432,,,5,0.796476964769648
Precision,1,roberta-large,yelp,pet,prompt,10,4,0.419589637780835,,,1,0.414602781482187
Precision,1,roberta-large,yelp,pet,prompt,10,4,0.422596847182853,,,2,0.414602781482187
Precision,1,roberta-large,yelp,pet,prompt,10,4,0.398270623977565,,,3,0.414602781482187
Precision,1,roberta-large,yelp,pet,prompt,10,4,0.384991843393148,,,4,0.414602781482187
Precision,1,roberta-large,yelp,pet,prompt,10,4,0.441626278944534,,,5,0.414602781482187
Precision,2,roberta-large,yelp,pet,prompt,10,4,0.540094339622642,,,1,0.482011173184358
Precision,2,roberta-large,yelp,pet,prompt,10,4,0.473871131405378,,,2,0.482011173184358
Precision,2,roberta-large,yelp,pet,prompt,10,4,0.433900612661675,,,3,0.482011173184358
Precision,2,roberta-large,yelp,pet,prompt,10,4,0.409313725490196,,,4,0.482011173184358
Precision,2,roberta-large,yelp,pet,prompt,10,4,0.429250696835547,,,5,0.482011173184358
Precision,3,roberta-large,yelp,pet,prompt,10,4,0.455090538433865,,,1,0.445029581951759
Precision,3,roberta-large,yelp,pet,prompt,10,4,0.446883575068601,,,2,0.445029581951759
Precision,3,roberta-large,yelp,pet,prompt,10,4,0.410666165319296,,,3,0.445029581951759
Precision,3,roberta-large,yelp,pet,prompt,10,4,0.411382306010283,,,4,0.445029581951759
Precision,3,roberta-large,yelp,pet,prompt,10,4,0.431404399323181,,,5,0.445029581951759
Precision,4,roberta-large,yelp,pet,prompt,10,4,0.805714285714286,,,1,0.803407841700257
Precision,4,roberta-large,yelp,pet,prompt,10,4,0.770779556014455,,,2,0.803407841700257
Precision,4,roberta-large,yelp,pet,prompt,10,4,0.822009816584862,,,3,0.803407841700257
Precision,4,roberta-large,yelp,pet,prompt,10,4,0.726623840114204,,,4,0.803407841700257
Precision,4,roberta-large,yelp,pet,prompt,10,4,0.809072580645161,,,5,0.803407841700257
Recall,0,roberta-large,yelp,pet,prompt,10,4,0.6379,,,1,0.2939
Recall,0,roberta-large,yelp,pet,prompt,10,4,0.2815,,,2,0.2939
Recall,0,roberta-large,yelp,pet,prompt,10,4,0.1111,,,3,0.2939
Recall,0,roberta-large,yelp,pet,prompt,10,4,0.1247,,,4,0.2939
Recall,0,roberta-large,yelp,pet,prompt,10,4,0.4361,,,5,0.2939
Recall,1,roberta-large,yelp,pet,prompt,10,4,0.7321,,,1,0.8705
Recall,1,roberta-large,yelp,pet,prompt,10,4,0.8498,,,2,0.8705
Recall,1,roberta-large,yelp,pet,prompt,10,4,0.8521,,,3,0.8705
Recall,1,roberta-large,yelp,pet,prompt,10,4,0.8732,,,4,0.8705
Recall,1,roberta-large,yelp,pet,prompt,10,4,0.8201,,,5,0.8705
Recall,2,roberta-large,yelp,pet,prompt,10,4,0.0458,,,1,0.2157
Recall,2,roberta-large,yelp,pet,prompt,10,4,0.3736,,,2,0.2157
Recall,2,roberta-large,yelp,pet,prompt,10,4,0.3187,,,3,0.2157
Recall,2,roberta-large,yelp,pet,prompt,10,4,0.0167,,,4,0.2157
Recall,2,roberta-large,yelp,pet,prompt,10,4,0.2618,,,5,0.2157
Recall,3,roberta-large,yelp,pet,prompt,10,4,0.759,,,1,0.6845
Recall,3,roberta-large,yelp,pet,prompt,10,4,0.57,,,2,0.6845
Recall,3,roberta-large,yelp,pet,prompt,10,4,0.6553,,,3,0.6845
Recall,3,roberta-large,yelp,pet,prompt,10,4,0.6961,,,4,0.6845
Recall,3,roberta-large,yelp,pet,prompt,10,4,0.6374,,,5,0.6845
Recall,4,roberta-large,yelp,pet,prompt,10,4,0.4512,,,1,0.4385
Recall,4,roberta-large,yelp,pet,prompt,10,4,0.4479,,,2,0.4385
Recall,4,roberta-large,yelp,pet,prompt,10,4,0.3182,,,3,0.4385
Recall,4,roberta-large,yelp,pet,prompt,10,4,0.6108,,,4,0.4385
Recall,4,roberta-large,yelp,pet,prompt,10,4,0.4013,,,5,0.4385
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,5,0.53694,,,1,0.5011
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,5,0.49454,,,2,0.5011
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,5,0.44942,,,3,0.5011
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,5,0.4907,,,4,0.5011
Accuracy,Overall,roberta-large,yelp,pet,prompt,10,5,0.4819,,,5,0.5011
F1,0,roberta-large,yelp,pet,prompt,10,5,0.569313801079414,,,1,0.379183210436756
F1,0,roberta-large,yelp,pet,prompt,10,5,0.234732344810254,,,2,0.379183210436756
F1,0,roberta-large,yelp,pet,prompt,10,5,0.36094761624485,,,3,0.379183210436756
F1,0,roberta-large,yelp,pet,prompt,10,5,0.393225939694341,,,4,0.379183210436756
F1,0,roberta-large,yelp,pet,prompt,10,5,0.39731696874554,,,5,0.379183210436756
F1,1,roberta-large,yelp,pet,prompt,10,5,0.433851848146851,,,1,0.514531512997943
F1,1,roberta-large,yelp,pet,prompt,10,5,0.543030765804461,,,2,0.514531512997943
F1,1,roberta-large,yelp,pet,prompt,10,5,0.442852879737392,,,3,0.514531512997943
F1,1,roberta-large,yelp,pet,prompt,10,5,0.498755285098985,,,4,0.514531512997943
F1,1,roberta-large,yelp,pet,prompt,10,5,0.52802037845706,,,5,0.514531512997943
F1,2,roberta-large,yelp,pet,prompt,10,5,0.526110900113939,,,1,0.499558433912276
F1,2,roberta-large,yelp,pet,prompt,10,5,0.376257411231763,,,2,0.499558433912276
F1,2,roberta-large,yelp,pet,prompt,10,5,0.460542290570619,,,3,0.499558433912276
F1,2,roberta-large,yelp,pet,prompt,10,5,0.530368432526706,,,4,0.499558433912276
F1,2,roberta-large,yelp,pet,prompt,10,5,0.484735381376208,,,5,0.499558433912276
F1,3,roberta-large,yelp,pet,prompt,10,5,0.537879454465464,,,1,0.51798315015182
F1,3,roberta-large,yelp,pet,prompt,10,5,0.551696796701554,,,2,0.51798315015182
F1,3,roberta-large,yelp,pet,prompt,10,5,0.458813309664992,,,3,0.51798315015182
F1,3,roberta-large,yelp,pet,prompt,10,5,0.468565634218289,,,4,0.51798315015182
F1,3,roberta-large,yelp,pet,prompt,10,5,0.484313309276162,,,5,0.51798315015182
F1,4,roberta-large,yelp,pet,prompt,10,5,0.63468194295262,,,1,0.565861262665627
F1,4,roberta-large,yelp,pet,prompt,10,5,0.611087394035494,,,2,0.565861262665627
F1,4,roberta-large,yelp,pet,prompt,10,5,0.509870038637162,,,3,0.565861262665627
F1,4,roberta-large,yelp,pet,prompt,10,5,0.541065911431514,,,4,0.565861262665627
F1,4,roberta-large,yelp,pet,prompt,10,5,0.467800469650608,,,5,0.565861262665627
F1,Overall,roberta-large,yelp,pet,prompt,10,5,0.540367589351658,,,1,0.495423514032884
F1,Overall,roberta-large,yelp,pet,prompt,10,5,0.463360942516705,,,2,0.495423514032884
F1,Overall,roberta-large,yelp,pet,prompt,10,5,0.446605226971003,,,3,0.495423514032884
F1,Overall,roberta-large,yelp,pet,prompt,10,5,0.486396240593967,,,4,0.495423514032884
F1,Overall,roberta-large,yelp,pet,prompt,10,5,0.472437301501116,,,5,0.495423514032884
Precision,0,roberta-large,yelp,pet,prompt,10,5,0.58572184029614,,,1,0.651559454191033
Precision,0,roberta-large,yelp,pet,prompt,10,5,0.723283427981415,,,2,0.651559454191033
Precision,0,roberta-large,yelp,pet,prompt,10,5,0.682906458797327,,,3,0.651559454191033
Precision,0,roberta-large,yelp,pet,prompt,10,5,0.631020768890853,,,4,0.651559454191033
Precision,0,roberta-large,yelp,pet,prompt,10,5,0.693572496263079,,,5,0.651559454191033
Precision,1,roberta-large,yelp,pet,prompt,10,5,0.434003802661863,,,1,0.410994920824619
Precision,1,roberta-large,yelp,pet,prompt,10,5,0.398208203070319,,,2,0.410994920824619
Precision,1,roberta-large,yelp,pet,prompt,10,5,0.385970127071413,,,3,0.410994920824619
Precision,1,roberta-large,yelp,pet,prompt,10,5,0.412295028418371,,,4,0.410994920824619
Precision,1,roberta-large,yelp,pet,prompt,10,5,0.415045766590389,,,5,0.410994920824619
Precision,2,roberta-large,yelp,pet,prompt,10,5,0.500813449023861,,,1,0.49036794451936
Precision,2,roberta-large,yelp,pet,prompt,10,5,0.563560167631211,,,2,0.49036794451936
Precision,2,roberta-large,yelp,pet,prompt,10,5,0.418416537298799,,,3,0.49036794451936
Precision,2,roberta-large,yelp,pet,prompt,10,5,0.470197139543873,,,4,0.49036794451936
Precision,2,roberta-large,yelp,pet,prompt,10,5,0.464764176913195,,,5,0.49036794451936
Precision,3,roberta-large,yelp,pet,prompt,10,5,0.480204241948154,,,1,0.452514383919898
Precision,3,roberta-large,yelp,pet,prompt,10,5,0.457041513399895,,,2,0.452514383919898
Precision,3,roberta-large,yelp,pet,prompt,10,5,0.368635067063179,,,3,0.452514383919898
Precision,3,roberta-large,yelp,pet,prompt,10,5,0.434593023255814,,,4,0.452514383919898
Precision,3,roberta-large,yelp,pet,prompt,10,5,0.420804131316857,,,5,0.452514383919898
Precision,4,roberta-large,yelp,pet,prompt,10,5,0.786919206865937,,,1,0.807264640474426
Precision,4,roberta-large,yelp,pet,prompt,10,5,0.78317961544474,,,2,0.807264640474426
Precision,4,roberta-large,yelp,pet,prompt,10,5,0.856906729634002,,,3,0.807264640474426
Precision,4,roberta-large,yelp,pet,prompt,10,5,0.759212427745665,,,4,0.807264640474426
Precision,4,roberta-large,yelp,pet,prompt,10,5,0.811004194423884,,,5,0.807264640474426
Recall,0,roberta-large,yelp,pet,prompt,10,5,0.5538,,,1,0.2674
Recall,0,roberta-large,yelp,pet,prompt,10,5,0.1401,,,2,0.2674
Recall,0,roberta-large,yelp,pet,prompt,10,5,0.2453,,,3,0.2674
Recall,0,roberta-large,yelp,pet,prompt,10,5,0.2856,,,4,0.2674
Recall,0,roberta-large,yelp,pet,prompt,10,5,0.2784,,,5,0.2674
Recall,1,roberta-large,yelp,pet,prompt,10,5,0.4337,,,1,0.6878
Recall,1,roberta-large,yelp,pet,prompt,10,5,0.8534,,,2,0.6878
Recall,1,roberta-large,yelp,pet,prompt,10,5,0.5194,,,3,0.6878
Recall,1,roberta-large,yelp,pet,prompt,10,5,0.6311,,,4,0.6878
Recall,1,roberta-large,yelp,pet,prompt,10,5,0.7255,,,5,0.6878
Recall,2,roberta-large,yelp,pet,prompt,10,5,0.5541,,,1,0.5091
Recall,2,roberta-large,yelp,pet,prompt,10,5,0.2824,,,2,0.5091
Recall,2,roberta-large,yelp,pet,prompt,10,5,0.5121,,,3,0.5091
Recall,2,roberta-large,yelp,pet,prompt,10,5,0.6082,,,4,0.5091
Recall,2,roberta-large,yelp,pet,prompt,10,5,0.5065,,,5,0.5091
Recall,3,roberta-large,yelp,pet,prompt,10,5,0.6113,,,1,0.6056
Recall,3,roberta-large,yelp,pet,prompt,10,5,0.6958,,,2,0.6056
Recall,3,roberta-large,yelp,pet,prompt,10,5,0.6074,,,3,0.6056
Recall,3,roberta-large,yelp,pet,prompt,10,5,0.5083,,,4,0.6056
Recall,3,roberta-large,yelp,pet,prompt,10,5,0.5704,,,5,0.6056
Recall,4,roberta-large,yelp,pet,prompt,10,5,0.5318,,,1,0.4356
Recall,4,roberta-large,yelp,pet,prompt,10,5,0.501,,,2,0.4356
Recall,4,roberta-large,yelp,pet,prompt,10,5,0.3629,,,3,0.4356
Recall,4,roberta-large,yelp,pet,prompt,10,5,0.4203,,,4,0.4356
Recall,4,roberta-large,yelp,pet,prompt,10,5,0.3287,,,5,0.4356
Accuracy,Overall,roberta-large,yelp,pet,prompt,100,1,0.58192,,,1,0.60336
Accuracy,Overall,roberta-large,yelp,pet,prompt,100,1,0.5836,,,2,0.60336
Accuracy,Overall,roberta-large,yelp,pet,prompt,100,1,0.59782,,,3,0.60336
Accuracy,Overall,roberta-large,yelp,pet,prompt,100,1,0.60346,,,4,0.60336
Accuracy,Overall,roberta-large,yelp,pet,prompt,100,1,0.58772,,,5,0.60336
F1,0,roberta-large,yelp,pet,prompt,100,1,0.654685639775498,,,1,0.715623202050317
F1,0,roberta-large,yelp,pet,prompt,100,1,0.707092526873425,,,2,0.715623202050317
F1,0,roberta-large,yelp,pet,prompt,100,1,0.715829881806243,,,3,0.715623202050317
F1,0,roberta-large,yelp,pet,prompt,100,1,0.727570019515797,,,4,0.715623202050317
F1,0,roberta-large,yelp,pet,prompt,100,1,0.715037018126117,,,5,0.715623202050317
F1,1,roberta-large,yelp,pet,prompt,100,1,0.54996076983431,,,1,0.586727528089888
F1,1,roberta-large,yelp,pet,prompt,100,1,0.574562149294338,,,2,0.586727528089888
F1,1,roberta-large,yelp,pet,prompt,100,1,0.571583831459265,,,3,0.586727528089888
F1,1,roberta-large,yelp,pet,prompt,100,1,0.590483122554818,,,4,0.586727528089888
F1,1,roberta-large,yelp,pet,prompt,100,1,0.568190229459659,,,5,0.586727528089888
F1,2,roberta-large,yelp,pet,prompt,100,1,0.541666666666667,,,1,0.522229109145208
F1,2,roberta-large,yelp,pet,prompt,100,1,0.473422330097087,,,2,0.522229109145208
F1,2,roberta-large,yelp,pet,prompt,100,1,0.469173114119923,,,3,0.522229109145208
F1,2,roberta-large,yelp,pet,prompt,100,1,0.527291105121294,,,4,0.522229109145208
F1,2,roberta-large,yelp,pet,prompt,100,1,0.522360628956504,,,5,0.522229109145208
F1,3,roberta-large,yelp,pet,prompt,100,1,0.534823884304853,,,1,0.556082564778217
F1,3,roberta-large,yelp,pet,prompt,100,1,0.549305877885143,,,2,0.556082564778217
F1,3,roberta-large,yelp,pet,prompt,100,1,0.516413571893951,,,3,0.556082564778217
F1,3,roberta-large,yelp,pet,prompt,100,1,0.566551780731988,,,4,0.556082564778217
F1,3,roberta-large,yelp,pet,prompt,100,1,0.525104789084099,,,5,0.556082564778217
F1,4,roberta-large,yelp,pet,prompt,100,1,0.649719948298147,,,1,0.645961319681456
