measure,label,dataset,arch,pvp,nshot,sample,value,time_train,time_test,run,majority
Precision,0,ag,ia3,qa,10,2,0.92995839112344,19.5294513702393,286.955711603165,4,0.964819700967458
Precision,0,ag,ia3,qa,10,2,0.971082089552239,19.5864951610565,287.268145084381,5,0.964819700967458
Precision,1,ag,ia3,qa,10,2,0.811715481171548,19.6626446247101,285.031059265137,1,0.806451612903226
Precision,1,ag,ia3,qa,10,2,0.841440598690365,19.5486354827881,287.007049798965,2,0.806451612903226
Precision,1,ag,ia3,qa,10,2,0.896103896103896,19.5575921535492,287.597393035889,3,0.806451612903226
Precision,1,ag,ia3,qa,10,2,0.712418300653595,19.5294513702393,286.955711603165,4,0.806451612903226
Precision,1,ag,ia3,qa,10,2,0.703125,19.5864951610565,287.268145084381,5,0.806451612903226
Precision,2,ag,ia3,qa,10,2,0.440028728752693,19.6626446247101,285.031059265137,1,0.459574468085106
Precision,2,ag,ia3,qa,10,2,0.45812685827552,19.5486354827881,287.007049798965,2,0.459574468085106
Precision,2,ag,ia3,qa,10,2,0.372393247269116,19.5575921535492,287.597393035889,3,0.459574468085106
Precision,2,ag,ia3,qa,10,2,0.522687094873306,19.5294513702393,286.955711603165,4,0.459574468085106
Precision,2,ag,ia3,qa,10,2,0.568828590337525,19.5864951610565,287.268145084381,5,0.459574468085106
Precision,3,ag,ia3,qa,10,2,0.56,19.6626446247101,285.031059265137,1,0.686440677966102
Precision,3,ag,ia3,qa,10,2,0.742738589211618,19.5486354827881,287.007049798965,2,0.686440677966102
Precision,3,ag,ia3,qa,10,2,0.621052631578947,19.5575921535492,287.597393035889,3,0.686440677966102
Precision,3,ag,ia3,qa,10,2,0.723926380368098,19.5294513702393,286.955711603165,4,0.686440677966102
Precision,3,ag,ia3,qa,10,2,0.744897959183674,19.5864951610565,287.268145084381,5,0.686440677966102
Recall,0,ag,ia3,qa,10,2,0.507894736842105,19.6626446247101,285.031059265137,1,0.577368421052632
Recall,0,ag,ia3,qa,10,2,0.6,19.5486354827881,287.007049798965,2,0.577368421052632
Recall,0,ag,ia3,qa,10,2,0.353157894736842,19.5575921535492,287.597393035889,3,0.577368421052632
Recall,0,ag,ia3,qa,10,2,0.705789473684211,19.5294513702393,286.955711603165,4,0.577368421052632
Recall,0,ag,ia3,qa,10,2,0.547894736842105,19.5864951610565,287.268145084381,5,0.577368421052632
Recall,1,ag,ia3,qa,10,2,0.918947368421053,19.6626446247101,285.031059265137,1,0.947368421052632
Recall,1,ag,ia3,qa,10,2,0.946842105263158,19.5486354827881,287.007049798965,2,0.947368421052632
Recall,1,ag,ia3,qa,10,2,0.798947368421053,19.5575921535492,287.597393035889,3,0.947368421052632
Recall,1,ag,ia3,qa,10,2,0.975263157894737,19.5294513702393,286.955711603165,4,0.947368421052632
Recall,1,ag,ia3,qa,10,2,0.971052631578947,19.5864951610565,287.268145084381,5,0.947368421052632
Recall,2,ag,ia3,qa,10,2,0.967368421052632,19.6626446247101,285.031059265137,1,0.966315789473684
Recall,2,ag,ia3,qa,10,2,0.973157894736842,19.5486354827881,287.007049798965,2,0.966315789473684
Recall,2,ag,ia3,qa,10,2,0.986842105263158,19.5575921535492,287.597393035889,3,0.966315789473684
Recall,2,ag,ia3,qa,10,2,0.933684210526316,19.5294513702393,286.955711603165,4,0.966315789473684
Recall,2,ag,ia3,qa,10,2,0.904736842105263,19.5864951610565,287.268145084381,5,0.966315789473684
Recall,3,ag,ia3,qa,10,2,0.0810526315789474,19.6626446247101,285.031059265137,1,0.0852631578947369
Recall,3,ag,ia3,qa,10,2,0.0942105263157895,19.5486354827881,287.007049798965,2,0.0852631578947369
Recall,3,ag,ia3,qa,10,2,0.0621052631578947,19.5575921535492,287.597393035889,3,0.0852631578947369
Recall,3,ag,ia3,qa,10,2,0.0621052631578947,19.5294513702393,286.955711603165,4,0.0852631578947369
Recall,3,ag,ia3,qa,10,2,0.345789473684211,19.5864951610565,287.268145084381,5,0.0852631578947369
Accuracy,Overall,ag,ia3,qa,10,3,0.645394736842105,19.4943273067474,285.81396484375,1,0.691052631578947
Accuracy,Overall,ag,ia3,qa,10,3,0.686315789473684,19.6139435768127,287.475336313248,2,0.691052631578947
Accuracy,Overall,ag,ia3,qa,10,3,0.550789473684211,19.5604448318481,287.692640304565,3,0.691052631578947
Accuracy,Overall,ag,ia3,qa,10,3,0.727631578947368,19.5375418663025,287.146467685699,4,0.691052631578947
Accuracy,Overall,ag,ia3,qa,10,3,0.710394736842105,19.558420419693,286.127280712128,5,0.691052631578947
F1,0,ag,ia3,qa,10,3,0.56972408650261,19.4943273067474,285.81396484375,1,0.702051449039401
F1,0,ag,ia3,qa,10,3,0.760011865915159,19.6139435768127,287.475336313248,2,0.702051449039401
F1,0,ag,ia3,qa,10,3,0.463814474210316,19.5604448318481,287.692640304565,3,0.702051449039401
F1,0,ag,ia3,qa,10,3,0.745668316831683,19.5375418663025,287.146467685699,4,0.702051449039401
F1,0,ag,ia3,qa,10,3,0.722630067028407,19.558420419693,286.127280712128,5,0.702051449039401
F1,1,ag,ia3,qa,10,3,0.658536585365854,19.4943273067474,285.81396484375,1,0.654048370136698
F1,1,ag,ia3,qa,10,3,0.554125662376987,19.6139435768127,287.475336313248,2,0.654048370136698
F1,1,ag,ia3,qa,10,3,0.335811106252733,19.5604448318481,287.692640304565,3,0.654048370136698
F1,1,ag,ia3,qa,10,3,0.702356902356902,19.5375418663025,287.146467685699,4,0.654048370136698
F1,1,ag,ia3,qa,10,3,0.707692307692308,19.558420419693,286.127280712128,5,0.654048370136698
F1,2,ag,ia3,qa,10,3,0.606024336724516,19.4943273067474,285.81396484375,1,0.637293469708891
F1,2,ag,ia3,qa,10,3,0.62620533182076,19.6139435768127,287.475336313248,2,0.637293469708891
F1,2,ag,ia3,qa,10,3,0.544130103337286,19.5604448318481,287.692640304565,3,0.637293469708891
F1,2,ag,ia3,qa,10,3,0.701850294365013,19.5375418663025,287.146467685699,4,0.637293469708891
F1,2,ag,ia3,qa,10,3,0.653869716152746,19.558420419693,286.127280712128,5,0.637293469708891
F1,3,ag,ia3,qa,10,3,0.723624595469256,19.4943273067474,285.81396484375,1,0.77337786259542
F1,3,ag,ia3,qa,10,3,0.793740379681888,19.6139435768127,287.475336313248,2,0.77337786259542
F1,3,ag,ia3,qa,10,3,0.716788644932358,19.5604448318481,287.692640304565,3,0.77337786259542
F1,3,ag,ia3,qa,10,3,0.760490334747761,19.5375418663025,287.146467685699,4,0.77337786259542
F1,3,ag,ia3,qa,10,3,0.769377990430622,19.558420419693,286.127280712128,5,0.77337786259542
F1,Overall,ag,ia3,qa,10,3,0.639477401015559,19.4943273067474,285.81396484375,1,0.691692787870102
F1,Overall,ag,ia3,qa,10,3,0.683520809948699,19.6139435768127,287.475336313248,2,0.691692787870102
F1,Overall,ag,ia3,qa,10,3,0.515136082183173,19.5604448318481,287.692640304565,3,0.691692787870102
F1,Overall,ag,ia3,qa,10,3,0.72759146207534,19.5375418663025,287.146467685699,4,0.691692787870102
F1,Overall,ag,ia3,qa,10,3,0.713392520326021,19.558420419693,286.127280712128,5,0.691692787870102
Precision,0,ag,ia3,qa,10,3,0.976982097186701,19.4943273067474,285.81396484375,1,0.920580700256191
Precision,0,ag,ia3,qa,10,3,0.870836165873555,19.6139435768127,287.475336313248,2,0.920580700256191
Precision,0,ag,ia3,qa,10,3,0.965058236272879,19.5604448318481,287.692640304565,3,0.920580700256191
Precision,0,ag,ia3,qa,10,3,0.904654654654655,19.5375418663025,287.146467685699,4,0.920580700256191
Precision,0,ag,ia3,qa,10,3,0.91808596918086,19.558420419693,286.127280712128,5,0.920580700256191
Precision,1,ag,ia3,qa,10,3,0.974226804123711,19.4943273067474,285.81396484375,1,0.979013641133263
Precision,1,ag,ia3,qa,10,3,0.986522911051213,19.6139435768127,287.475336313248,2,0.979013641133263
Precision,1,ag,ia3,qa,10,3,0.992248062015504,19.5604448318481,287.692640304565,3,0.979013641133263
Precision,1,ag,ia3,qa,10,3,0.974766355140187,19.5375418663025,287.146467685699,4,0.979013641133263
Precision,1,ag,ia3,qa,10,3,0.970642201834862,19.558420419693,286.127280712128,5,0.979013641133263
Precision,2,ag,ia3,qa,10,3,0.487953742370704,19.4943273067474,285.81396484375,1,0.508793969849246
Precision,2,ag,ia3,qa,10,3,0.488639716730599,19.6139435768127,287.475336313248,2,0.508793969849246
Precision,2,ag,ia3,qa,10,3,0.401199100674494,19.5604448318481,287.692640304565,3,0.508793969849246
Precision,2,ag,ia3,qa,10,3,0.584383753501401,19.5375418663025,287.146467685699,4,0.508793969849246
Precision,2,ag,ia3,qa,10,3,0.534200867534201,19.558420419693,286.127280712128,5,0.508793969849246
Precision,3,ag,ia3,qa,10,3,0.613162705667276,19.4943273067474,285.81396484375,1,0.707242582897033
Precision,3,ag,ia3,qa,10,3,0.774274274274274,19.6139435768127,287.475336313248,2,0.707242582897033
Precision,3,ag,ia3,qa,10,3,0.619394403986202,19.5604448318481,287.692640304565,3,0.707242582897033
Precision,3,ag,ia3,qa,10,3,0.688727583262169,19.5375418663025,287.146467685699,4,0.707242582897033
Precision,3,ag,ia3,qa,10,3,0.705263157894737,19.558420419693,286.127280712128,5,0.707242582897033
Recall,0,ag,ia3,qa,10,3,0.402105263157895,19.4943273067474,285.81396484375,1,0.567368421052632
Recall,0,ag,ia3,qa,10,3,0.67421052631579,19.6139435768127,287.475336313248,2,0.567368421052632
Recall,0,ag,ia3,qa,10,3,0.305263157894737,19.5604448318481,287.692640304565,3,0.567368421052632
Recall,0,ag,ia3,qa,10,3,0.63421052631579,19.5375418663025,287.146467685699,4,0.567368421052632
Recall,0,ag,ia3,qa,10,3,0.595789473684211,19.558420419693,286.127280712128,5,0.567368421052632
Recall,1,ag,ia3,qa,10,3,0.497368421052632,19.4943273067474,285.81396484375,1,0.491052631578947
Recall,1,ag,ia3,qa,10,3,0.385263157894737,19.6139435768127,287.475336313248,2,0.491052631578947
Recall,1,ag,ia3,qa,10,3,0.202105263157895,19.5604448318481,287.692640304565,3,0.491052631578947
Recall,1,ag,ia3,qa,10,3,0.548947368421053,19.5375418663025,287.146467685699,4,0.491052631578947
Recall,1,ag,ia3,qa,10,3,0.556842105263158,19.558420419693,286.127280712128,5,0.491052631578947
Recall,2,ag,ia3,qa,10,3,0.799473684210526,19.4943273067474,285.81396484375,1,0.852631578947369
Recall,2,ag,ia3,qa,10,3,0.871578947368421,19.6139435768127,287.475336313248,2,0.852631578947369
Recall,2,ag,ia3,qa,10,3,0.845263157894737,19.5604448318481,287.692640304565,3,0.852631578947369
Recall,2,ag,ia3,qa,10,3,0.878421052631579,19.5375418663025,287.146467685699,4,0.852631578947369
Recall,2,ag,ia3,qa,10,3,0.842631578947368,19.558420419693,286.127280712128,5,0.852631578947369
Recall,3,ag,ia3,qa,10,3,0.882631578947368,19.4943273067474,285.81396484375,1,0.853157894736842
Recall,3,ag,ia3,qa,10,3,0.81421052631579,19.6139435768127,287.475336313248,2,0.853157894736842
Recall,3,ag,ia3,qa,10,3,0.850526315789474,19.5604448318481,287.692640304565,3,0.853157894736842
Recall,3,ag,ia3,qa,10,3,0.848947368421053,19.5375418663025,287.146467685699,4,0.853157894736842
Recall,3,ag,ia3,qa,10,3,0.846315789473684,19.558420419693,286.127280712128,5,0.853157894736842
Accuracy,Overall,ag,ia3,qa,10,4,0.5225,19.4504051208496,286.919000148773,1,0.552631578947369
Accuracy,Overall,ag,ia3,qa,10,4,0.544342105263158,19.520455121994,286.28018951416,2,0.552631578947369
Accuracy,Overall,ag,ia3,qa,10,4,0.467105263157895,19.502242565155,285.859141111374,3,0.552631578947369
Accuracy,Overall,ag,ia3,qa,10,4,0.558947368421053,19.5041210651398,285.205279588699,4,0.552631578947369
Accuracy,Overall,ag,ia3,qa,10,4,0.62171052631579,19.5648791790009,285.614488601685,5,0.552631578947369
F1,0,ag,ia3,qa,10,4,0.760345209117061,19.4504051208496,286.919000148773,1,0.808329389493611
F1,0,ag,ia3,qa,10,4,0.82002442002442,19.520455121994,286.28018951416,2,0.808329389493611
F1,0,ag,ia3,qa,10,4,0.840532464004347,19.502242565155,285.859141111374,3,0.808329389493611
F1,0,ag,ia3,qa,10,4,0.764680483592401,19.5041210651398,285.205279588699,4,0.808329389493611
F1,0,ag,ia3,qa,10,4,0.803012473523182,19.5648791790009,285.614488601685,5,0.808329389493611
F1,1,ag,ia3,qa,10,4,0.398009950248756,19.4504051208496,286.919000148773,1,0.522666666666667
F1,1,ag,ia3,qa,10,4,0.493245851022771,19.520455121994,286.28018951416,2,0.522666666666667
F1,1,ag,ia3,qa,10,4,0.118460019743337,19.502242565155,285.859141111374,3,0.522666666666667
F1,1,ag,ia3,qa,10,4,0.573103700989373,19.5041210651398,285.205279588699,4,0.522666666666667
F1,1,ag,ia3,qa,10,4,0.715968586387435,19.5648791790009,285.614488601685,5,0.522666666666667
F1,2,ag,ia3,qa,10,4,0.551253570295144,19.4504051208496,286.919000148773,1,0.550783699059561
F1,2,ag,ia3,qa,10,4,0.535609906168282,19.520455121994,286.28018951416,2,0.550783699059561
F1,2,ag,ia3,qa,10,4,0.489356040447046,19.502242565155,285.859141111374,3,0.550783699059561
F1,2,ag,ia3,qa,10,4,0.566609294320138,19.5041210651398,285.205279588699,4,0.550783699059561
F1,2,ag,ia3,qa,10,4,0.601763790420197,19.5648791790009,285.614488601685,5,0.550783699059561
F1,3,ag,ia3,qa,10,4,0.0366039654295882,19.4504051208496,286.919000148773,1,0.0497714575926867
F1,3,ag,ia3,qa,10,4,0.0774962742175857,19.520455121994,286.28018951416,2,0.0497714575926867
F1,3,ag,ia3,qa,10,4,0.0445118866970157,19.502242565155,285.859141111374,3,0.0497714575926867
F1,3,ag,ia3,qa,10,4,0.0482996550024643,19.5041210651398,285.205279588699,4,0.0497714575926867
F1,3,ag,ia3,qa,10,4,0.175189393939394,19.5648791790009,285.614488601685,5,0.0497714575926867
F1,Overall,ag,ia3,qa,10,4,0.436553173772638,19.4504051208496,286.919000148773,1,0.482887803203131
F1,Overall,ag,ia3,qa,10,4,0.481594112858265,19.520455121994,286.28018951416,2,0.482887803203131
F1,Overall,ag,ia3,qa,10,4,0.373215102722936,19.502242565155,285.859141111374,3,0.482887803203131
F1,Overall,ag,ia3,qa,10,4,0.488173283476094,19.5041210651398,285.205279588699,4,0.482887803203131
F1,Overall,ag,ia3,qa,10,4,0.573983561067552,19.5648791790009,285.614488601685,5,0.482887803203131
Precision,0,ag,ia3,qa,10,4,0.655975563192058,19.4504051208496,286.919000148773,1,0.734307824591574
Precision,0,ag,ia3,qa,10,4,0.764920273348519,19.520455121994,286.28018951416,2,0.734307824591574
Precision,0,ag,ia3,qa,10,4,0.868613138686131,19.502242565155,285.859141111374,3,0.734307824591574
Precision,0,ag,ia3,qa,10,4,0.648243045387994,19.5041210651398,285.205279588699,4,0.734307824591574
Precision,0,ag,ia3,qa,10,4,0.726266496381439,19.5648791790009,285.614488601685,5,0.734307824591574
Precision,1,ag,ia3,qa,10,4,0.9375,19.4504051208496,286.919000148773,1,0.946206896551724
Precision,1,ag,ia3,qa,10,4,0.924746743849493,19.520455121994,286.28018951416,2,0.946206896551724
Precision,1,ag,ia3,qa,10,4,0.952380952380952,19.502242565155,285.859141111374,3,0.946206896551724
Precision,1,ag,ia3,qa,10,4,0.943305186972256,19.5041210651398,285.205279588699,4,0.946206896551724
Precision,1,ag,ia3,qa,10,4,0.94636678200692,19.5648791790009,285.614488601685,5,0.946206896551724
Precision,2,ag,ia3,qa,10,4,0.394593366651522,19.4504051208496,286.919000148773,1,0.3921875
Precision,2,ag,ia3,qa,10,4,0.378396000869376,19.520455121994,286.28018951416,2,0.3921875
Precision,2,ag,ia3,qa,10,4,0.327457264957265,19.502242565155,285.859141111374,3,0.3921875
Precision,2,ag,ia3,qa,10,4,0.420971867007673,19.5041210651398,285.205279588699,4,0.3921875
Precision,2,ag,ia3,qa,10,4,0.448107133659542,19.5648791790009,285.614488601685,5,0.3921875
Precision,3,ag,ia3,qa,10,4,0.537313432835821,19.4504051208496,286.919000148773,1,0.710144927536232
Precision,3,ag,ia3,qa,10,4,0.690265486725664,19.520455121994,286.28018951416,2,0.710144927536232
Precision,3,ag,ia3,qa,10,4,0.571428571428571,19.502242565155,285.859141111374,3,0.710144927536232
Precision,3,ag,ia3,qa,10,4,0.37984496124031,19.5041210651398,285.205279588699,4,0.710144927536232
Precision,3,ag,ia3,qa,10,4,0.872641509433962,19.5648791790009,285.614488601685,5,0.710144927536232
Recall,0,ag,ia3,qa,10,4,0.904210526315789,19.4504051208496,286.919000148773,1,0.898947368421053
Recall,0,ag,ia3,qa,10,4,0.883684210526316,19.520455121994,286.28018951416,2,0.898947368421053
