measure,label,model,dataset,arch,sampling,nshot,sample,value,time_train,time_test,pattern,verbalizer,run,majority,pvp
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,250,5,0.708791208791209,300.223960876465,19.1885395050049,prompt,normal,2,0.725274725274725,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,250,5,0.681318681318681,300.015339851379,19.5101687908173,prompt,normal,3,0.725274725274725,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,250,5,0.681318681318681,300.175945281982,19.6981511116028,prompt,normal,4,0.725274725274725,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,250,5,0.758241758241758,300.141887187958,19.3140544891357,prompt,normal,5,0.725274725274725,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,250,5,0.711297071129707,300.109097242355,19.5643906593323,prompt,normal,1,0.757322175732218,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,250,5,0.744769874476987,300.223960876465,19.1885395050049,prompt,normal,2,0.757322175732218,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,250,5,0.728033472803347,300.015339851379,19.5101687908173,prompt,normal,3,0.757322175732218,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,250,5,0.723849372384937,300.175945281982,19.6981511116028,prompt,normal,4,0.757322175732218,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,250,5,0.778242677824268,300.141887187958,19.3140544891357,prompt,normal,5,0.757322175732218,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,250,5,0.685589519650655,300.109097242355,19.5643906593323,prompt,normal,1,0.648471615720524,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,250,5,0.648471615720524,300.223960876465,19.1885395050049,prompt,normal,2,0.648471615720524,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,250,5,0.637554585152838,300.015339851379,19.5101687908173,prompt,normal,3,0.648471615720524,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,250,5,0.639737991266376,300.175945281982,19.6981511116028,prompt,normal,4,0.648471615720524,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,250,5,0.676855895196507,300.141887187958,19.3140544891357,prompt,normal,5,0.648471615720524,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.594,120.031560659409,19.3094651699066,prompt,normal,1,0.616,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.598,120.194181919098,19.9238631725311,prompt,normal,2,0.616,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.627,119.969991207123,19.152724981308,prompt,normal,3,0.616,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.61,119.964782714844,19.2211887836456,prompt,normal,4,0.616,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.604,120.013866662979,19.1807525157928,prompt,normal,5,0.616,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.548161432222565,120.031560659409,19.3094651699066,prompt,normal,1,0.561460821779248,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.541526390024804,120.194181919098,19.9238631725311,prompt,normal,2,0.561460821779248,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.570011507266282,119.969991207123,19.152724981308,prompt,normal,3,0.561460821779248,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.549910980665746,119.964782714844,19.2211887836456,prompt,normal,4,0.561460821779248,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,1,0.561808517428458,120.013866662979,19.1807525157928,prompt,normal,5,0.561460821779248,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.431226765799257,120.031560659409,19.3094651699066,prompt,normal,1,0.413793103448276,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.365957446808511,120.194181919098,19.9238631725311,prompt,normal,2,0.413793103448276,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.428571428571429,119.969991207123,19.152724981308,prompt,normal,3,0.413793103448276,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.385650224215247,119.964782714844,19.2211887836456,prompt,normal,4,0.413793103448276,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.474708171206226,120.013866662979,19.1807525157928,prompt,normal,5,0.413793103448276,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.437810945273632,120.031560659409,19.3094651699066,prompt,normal,1,0.437810945273632,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.447619047619048,120.194181919098,19.9238631725311,prompt,normal,2,0.437810945273632,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.449612403100775,119.969991207123,19.152724981308,prompt,normal,3,0.437810945273632,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.418136020151134,119.964782714844,19.2211887836456,prompt,normal,4,0.437810945273632,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.421052631578947,120.013866662979,19.1807525157928,prompt,normal,5,0.437810945273632,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.623608017817372,120.031560659409,19.3094651699066,prompt,normal,1,0.677685950413223,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.645435244161359,120.194181919098,19.9238631725311,prompt,normal,2,0.677685950413223,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.666666666666667,119.969991207123,19.152724981308,prompt,normal,3,0.677685950413223,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.685598377281947,119.964782714844,19.2211887836456,prompt,normal,4,0.677685950413223,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.652267818574514,120.013866662979,19.1807525157928,prompt,normal,5,0.677685950413223,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.7,120.031560659409,19.3094651699066,prompt,normal,1,0.716553287981859,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.707093821510297,120.194181919098,19.9238631725311,prompt,normal,2,0.716553287981859,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.735195530726257,119.969991207123,19.152724981308,prompt,normal,3,0.716553287981859,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.710259301014656,119.964782714844,19.2211887836456,prompt,normal,4,0.716553287981859,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.699205448354143,120.013866662979,19.1807525157928,prompt,normal,5,0.716553287981859,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.391891891891892,120.031560659409,19.3094651699066,prompt,normal,1,0.432432432432432,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.37719298245614,120.194181919098,19.9238631725311,prompt,normal,2,0.432432432432432,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.435897435897436,119.969991207123,19.152724981308,prompt,normal,3,0.432432432432432,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.42156862745098,119.964782714844,19.2211887836456,prompt,normal,4,0.432432432432432,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.448529411764706,120.013866662979,19.1807525157928,prompt,normal,5,0.432432432432432,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.4,120.031560659409,19.3094651699066,prompt,normal,1,0.4,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.394957983193277,120.194181919098,19.9238631725311,prompt,normal,2,0.4,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.424390243902439,119.969991207123,19.152724981308,prompt,normal,3,0.4,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.386046511627907,119.964782714844,19.2211887836456,prompt,normal,4,0.4,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.387096774193548,120.013866662979,19.1807525157928,prompt,normal,5,0.4,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.666666666666667,120.031560659409,19.3094651699066,prompt,normal,1,0.669387755102041,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.655172413793103,120.194181919098,19.9238631725311,prompt,normal,2,0.669387755102041,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.663900414937759,119.969991207123,19.152724981308,prompt,normal,3,0.669387755102041,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.665354330708662,119.964782714844,19.2211887836456,prompt,normal,4,0.669387755102041,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.674107142857143,120.013866662979,19.1807525157928,prompt,normal,5,0.669387755102041,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.729857819905213,120.031560659409,19.3094651699066,prompt,normal,1,0.745283018867925,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.742788461538462,120.194181919098,19.9238631725311,prompt,normal,2,0.745283018867925,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.752860411899314,119.969991207123,19.152724981308,prompt,normal,3,0.745283018867925,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.734265734265734,119.964782714844,19.2211887836456,prompt,normal,4,0.745283018867925,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.728132387706856,120.013866662979,19.1807525157928,prompt,normal,5,0.745283018867925,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.479338842975207,120.031560659409,19.3094651699066,prompt,normal,1,0.396694214876033,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.355371900826446,120.194181919098,19.9238631725311,prompt,normal,2,0.396694214876033,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.421487603305785,119.969991207123,19.152724981308,prompt,normal,3,0.396694214876033,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.355371900826446,119.964782714844,19.2211887836456,prompt,normal,4,0.396694214876033,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,1,0.504132231404959,120.013866662979,19.1807525157928,prompt,normal,5,0.396694214876033,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.483516483516484,120.031560659409,19.3094651699066,prompt,normal,1,0.483516483516484,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.516483516483517,120.194181919098,19.9238631725311,prompt,normal,2,0.483516483516484,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.478021978021978,119.969991207123,19.152724981308,prompt,normal,3,0.483516483516484,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.456043956043956,119.964782714844,19.2211887836456,prompt,normal,4,0.483516483516484,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,1,0.461538461538462,120.013866662979,19.1807525157928,prompt,normal,5,0.483516483516484,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.585774058577406,120.031560659409,19.3094651699066,prompt,normal,1,0.686192468619247,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.635983263598326,120.194181919098,19.9238631725311,prompt,normal,2,0.686192468619247,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.669456066945607,119.969991207123,19.152724981308,prompt,normal,3,0.686192468619247,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.707112970711297,119.964782714844,19.2211887836456,prompt,normal,4,0.686192468619247,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,1,0.631799163179916,120.013866662979,19.1807525157928,prompt,normal,5,0.686192468619247,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.672489082969432,120.031560659409,19.3094651699066,prompt,normal,1,0.689956331877729,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.674672489082969,120.194181919098,19.9238631725311,prompt,normal,2,0.689956331877729,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.718340611353712,119.969991207123,19.152724981308,prompt,normal,3,0.689956331877729,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.687772925764192,119.964782714844,19.2211887836456,prompt,normal,4,0.689956331877729,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,1,0.672489082969432,120.013866662979,19.1807525157928,prompt,normal,5,0.689956331877729,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.562,116.133079767227,19.2653887271881,prompt,normal,1,0.613,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.608,119.996030092239,19.8224651813507,prompt,normal,2,0.613,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.625,120.064799785614,19.5290369987488,prompt,normal,3,0.613,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.607,120.034256696701,19.5417234897614,prompt,normal,4,0.613,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.616,120.003819465637,19.8575110435486,prompt,normal,5,0.613,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.498575023138135,116.133079767227,19.2653887271881,prompt,normal,1,0.542469984154305,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.54288199662963,119.996030092239,19.8224651813507,prompt,normal,2,0.542469984154305,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.553490954255309,120.064799785614,19.5290369987488,prompt,normal,3,0.542469984154305,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.534604646664264,120.034256696701,19.5417234897614,prompt,normal,4,0.542469984154305,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,2,0.542085736433429,120.003819465637,19.8575110435486,prompt,normal,5,0.542469984154305,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.382470119521912,116.133079767227,19.2653887271881,prompt,normal,1,0.39662447257384,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.390243902439024,119.996030092239,19.8224651813507,prompt,normal,2,0.39662447257384,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.389380530973451,120.064799785614,19.5290369987488,prompt,normal,3,0.39662447257384,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.387931034482759,120.034256696701,19.5417234897614,prompt,normal,4,0.39662447257384,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.4149377593361,120.003819465637,19.8575110435486,prompt,normal,5,0.39662447257384,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.3625,116.133079767227,19.2653887271881,prompt,normal,1,0.43046357615894,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.445859872611465,119.996030092239,19.8224651813507,prompt,normal,2,0.43046357615894,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.459546925566343,120.064799785614,19.5290369987488,prompt,normal,3,0.43046357615894,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.42,120.034256696701,19.5417234897614,prompt,normal,4,0.43046357615894,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.40418118466899,120.003819465637,19.8575110435486,prompt,normal,5,0.43046357615894,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.573055028462998,116.133079767227,19.2653887271881,prompt,normal,1,0.61231884057971,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.614259597806216,119.996030092239,19.8224651813507,prompt,normal,2,0.61231884057971,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.623885918003565,120.064799785614,19.5290369987488,prompt,normal,3,0.61231884057971,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.605405405405405,120.034256696701,19.5417234897614,prompt,normal,4,0.61231884057971,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.615101289134438,120.003819465637,19.8575110435486,prompt,normal,5,0.61231884057971,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.676274944567628,116.133079767227,19.2653887271881,prompt,normal,1,0.730473047304731,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.721164613661814,119.996030092239,19.8224651813507,prompt,normal,2,0.730473047304731,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.741150442477876,120.064799785614,19.5290369987488,prompt,normal,3,0.730473047304731,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.725082146768894,120.034256696701,19.5417234897614,prompt,normal,4,0.730473047304731,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.734122712594187,120.003819465637,19.8575110435486,prompt,normal,5,0.730473047304731,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.369230769230769,116.133079767227,19.2653887271881,prompt,normal,1,0.405172413793103,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.384,119.996030092239,19.8224651813507,prompt,normal,2,0.405172413793103,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.419047619047619,120.064799785614,19.5290369987488,prompt,normal,3,0.405172413793103,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.405405405405405,120.034256696701,19.5417234897614,prompt,normal,4,0.405172413793103,prompt
Precision,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.416666666666667,120.003819465637,19.8575110435486,prompt,normal,5,0.405172413793103,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.420289855072464,116.133079767227,19.2653887271881,prompt,normal,1,0.541666666666667,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.53030303030303,119.996030092239,19.8224651813507,prompt,normal,2,0.541666666666667,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.559055118110236,120.064799785614,19.5290369987488,prompt,normal,3,0.541666666666667,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.533898305084746,120.034256696701,19.5417234897614,prompt,normal,4,0.541666666666667,prompt
Precision,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.552380952380952,120.003819465637,19.8575110435486,prompt,normal,5,0.541666666666667,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.524305555555556,116.133079767227,19.2653887271881,prompt,normal,1,0.539936102236422,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.545454545454545,119.996030092239,19.8224651813507,prompt,normal,2,0.539936102236422,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.543478260869565,120.064799785614,19.5290369987488,prompt,normal,3,0.539936102236422,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.531645569620253,120.034256696701,19.5417234897614,prompt,normal,4,0.539936102236422,prompt
Precision,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.549342105263158,120.003819465637,19.8575110435486,prompt,normal,5,0.539936102236422,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.686936936936937,116.133079767227,19.2653887271881,prompt,normal,1,0.736141906873614,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.740229885057471,119.996030092239,19.8224651813507,prompt,normal,2,0.736141906873614,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.751121076233184,120.064799785614,19.5290369987488,prompt,normal,3,0.736141906873614,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.727472527472528,120.034256696701,19.5417234897614,prompt,normal,4,0.736141906873614,prompt
Precision,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.723991507430998,120.003819465637,19.8575110435486,prompt,normal,5,0.736141906873614,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.396694214876033,116.133079767227,19.2653887271881,prompt,normal,1,0.388429752066116,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.396694214876033,119.996030092239,19.8224651813507,prompt,normal,2,0.388429752066116,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.363636363636364,120.064799785614,19.5290369987488,prompt,normal,3,0.388429752066116,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.371900826446281,120.034256696701,19.5417234897614,prompt,normal,4,0.388429752066116,prompt
Recall,argumentagainst,xlmroberta-large,ukraine,lora,random,100,2,0.413223140495868,120.003819465637,19.8575110435486,prompt,normal,5,0.388429752066116,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.318681318681319,116.133079767227,19.2653887271881,prompt,normal,1,0.357142857142857,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.384615384615385,119.996030092239,19.8224651813507,prompt,normal,2,0.357142857142857,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.39010989010989,120.064799785614,19.5290369987488,prompt,normal,3,0.357142857142857,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.346153846153846,120.034256696701,19.5417234897614,prompt,normal,4,0.357142857142857,prompt
Recall,argumentfor,xlmroberta-large,ukraine,lora,random,100,2,0.318681318681319,120.003819465637,19.8575110435486,prompt,normal,5,0.357142857142857,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.631799163179916,116.133079767227,19.2653887271881,prompt,normal,1,0.707112970711297,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.702928870292887,119.996030092239,19.8224651813507,prompt,normal,2,0.707112970711297,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.732217573221757,120.064799785614,19.5290369987488,prompt,normal,3,0.707112970711297,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.702928870292887,120.034256696701,19.5417234897614,prompt,normal,4,0.707112970711297,prompt
Recall,claimagainst,xlmroberta-large,ukraine,lora,random,100,2,0.698744769874477,120.003819465637,19.8575110435486,prompt,normal,5,0.707112970711297,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.665938864628821,116.133079767227,19.2653887271881,prompt,normal,1,0.724890829694323,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.703056768558952,119.996030092239,19.8224651813507,prompt,normal,2,0.724890829694323,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.731441048034935,120.064799785614,19.5290369987488,prompt,normal,3,0.724890829694323,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.722707423580786,120.034256696701,19.5417234897614,prompt,normal,4,0.724890829694323,prompt
Recall,claimfor,xlmroberta-large,ukraine,lora,random,100,2,0.744541484716157,120.003819465637,19.8575110435486,prompt,normal,5,0.724890829694323,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.696,119.998856782913,19.7447514533997,prompt,normal,1,0.678,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.679,120.006968259811,19.3959350585938,prompt,normal,2,0.678,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.674,120.087829351425,19.7828421592712,prompt,normal,3,0.678,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.659,119.999779224396,19.7015674114227,prompt,normal,4,0.678,prompt
Accuracy,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.659,119.994999170303,19.7583532333374,prompt,normal,5,0.678,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.636600886879456,119.998856782913,19.7447514533997,prompt,normal,1,0.608567048312343,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.606435198029012,120.006968259811,19.3959350585938,prompt,normal,2,0.608567048312343,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.606616660611347,120.087829351425,19.7828421592712,prompt,normal,3,0.608567048312343,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.579729503971972,119.999779224396,19.7015674114227,prompt,normal,4,0.608567048312343,prompt
F1,Overall,xlmroberta-large,ukraine,lora,random,100,3,0.570845023472768,119.994999170303,19.7583532333374,prompt,normal,5,0.608567048312343,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,3,0.447488584474886,119.998856782913,19.7447514533997,prompt,normal,1,0.415841584158416,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,3,0.385026737967914,120.006968259811,19.3959350585938,prompt,normal,2,0.415841584158416,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,3,0.407766990291262,120.087829351425,19.7828421592712,prompt,normal,3,0.415841584158416,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,3,0.348717948717949,119.999779224396,19.7015674114227,prompt,normal,4,0.415841584158416,prompt
F1,argumentagainst,xlmroberta-large,ukraine,lora,random,100,3,0.33879781420765,119.994999170303,19.7583532333374,prompt,normal,5,0.415841584158416,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,3,0.605405405405405,119.998856782913,19.7447514533997,prompt,normal,1,0.543417366946779,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,3,0.575916230366492,120.006968259811,19.3959350585938,prompt,normal,2,0.543417366946779,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,3,0.554016620498615,120.087829351425,19.7828421592712,prompt,normal,3,0.543417366946779,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,3,0.536023054755043,119.999779224396,19.7015674114227,prompt,normal,4,0.543417366946779,prompt
F1,argumentfor,xlmroberta-large,ukraine,lora,random,100,3,0.498498498498499,119.994999170303,19.7583532333374,prompt,normal,5,0.543417366946779,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,3,0.700757575757576,119.998856782913,19.7447514533997,prompt,normal,1,0.695009242144177,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,3,0.684310018903592,120.006968259811,19.3959350585938,prompt,normal,2,0.695009242144177,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,3,0.689908256880734,120.087829351425,19.7828421592712,prompt,normal,3,0.695009242144177,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,3,0.665454545454546,119.999779224396,19.7015674114227,prompt,normal,4,0.695009242144177,prompt
F1,claimagainst,xlmroberta-large,ukraine,lora,random,100,3,0.681564245810056,119.994999170303,19.7583532333374,prompt,normal,5,0.695009242144177,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,3,0.792751981879955,119.998856782913,19.7447514533997,prompt,normal,1,0.78,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,3,0.780487804878049,120.006968259811,19.3959350585938,prompt,normal,2,0.78,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,3,0.774774774774775,120.087829351425,19.7828421592712,prompt,normal,3,0.78,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,3,0.768722466960352,119.999779224396,19.7015674114227,prompt,normal,4,0.78,prompt
F1,claimfor,xlmroberta-large,ukraine,lora,random,100,3,0.764519535374868,119.994999170303,19.7583532333374,prompt,normal,5,0.78,prompt
