measure,label,model,dataset,arch,pvp,sampling,nshot,sample,value,time_train,time_test,run,majority
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.703296703296703,,,5,0.681318681318681
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.765690376569038,,,1,0.811715481171548
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.774058577405858,,,2,0.811715481171548
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.790794979079498,,,3,0.811715481171548
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.820083682008368,,,4,0.811715481171548
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.799163179916318,,,5,0.811715481171548
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.803493449781659,,,1,0.838427947598253
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.829694323144105,,,2,0.838427947598253
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.895196506550218,,,3,0.838427947598253
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.801310043668122,,,4,0.838427947598253
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,3,0.790393013100437,,,5,0.838427947598253
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.754,,,1,0.774
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.741,,,2,0.774
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.736,,,3,0.774
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.74,,,4,0.774
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.746,,,5,0.774
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.718692754390322,,,1,0.738779451103923
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.695374581831741,,,2,0.738779451103923
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.69730120442706,,,3,0.738779451103923
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.700104889859092,,,4,0.738779451103923
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.711261976410793,,,5,0.738779451103923
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.62882096069869,,,1,0.672064777327935
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.610441767068273,,,2,0.672064777327935
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.614754098360656,,,3,0.672064777327935
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.622950819672131,,,4,0.672064777327935
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.635983263598326,,,5,0.672064777327935
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.692537313432836,,,1,0.674698795180723
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.611464968152866,,,2,0.674698795180723
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.638655462184874,,,3,0.674698795180723
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.640243902439024,,,4,0.674698795180723
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.666666666666667,,,5,0.674698795180723
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.731707317073171,,,1,0.767395626242545
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.740442655935614,,,2,0.767395626242545
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.724576271186441,,,3,0.767395626242545
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.721774193548387,,,4,0.767395626242545
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.72552783109405,,,5,0.767395626242545
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.821705426356589,,,1,0.840958605664488
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.819148936170213,,,2,0.840958605664488
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.811218985976268,,,3,0.840958605664488
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.815450643776824,,,4,0.840958605664488
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.816870144284129,,,5,0.840958605664488
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.666666666666667,,,1,0.658730158730159
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.59375,,,2,0.658730158730159
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.609756097560976,,,3,0.658730158730159
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.617886178861789,,,4,0.658730158730159
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.64406779661017,,,5,0.658730158730159
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.758169934640523,,,1,0.746666666666667
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.727272727272727,,,2,0.746666666666667
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.651428571428571,,,3,0.746666666666667
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.719178082191781,,,4,0.746666666666667
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.719745222929936,,,5,0.746666666666667
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.663265306122449,,,1,0.731060606060606
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.713178294573643,,,2,0.731060606060606
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.733905579399142,,,3,0.731060606060606
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.696498054474708,,,4,0.731060606060606
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.670212765957447,,,5,0.731060606060606
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.833707865168539,,,1,0.839130434782609
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.798755186721992,,,2,0.839130434782609
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.801705756929638,,,3,0.839130434782609
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.80168776371308,,,4,0.839130434782609
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.830699774266366,,,5,0.839130434782609
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.59504132231405,,,1,0.685950413223141
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.628099173553719,,,2,0.685950413223141
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.619834710743802,,,3,0.685950413223141
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.628099173553719,,,4,0.685950413223141
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.628099173553719,,,5,0.685950413223141
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.637362637362637,,,1,0.615384615384615
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.527472527472528,,,2,0.615384615384615
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.626373626373626,,,3,0.615384615384615
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.576923076923077,,,4,0.615384615384615
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.620879120879121,,,5,0.615384615384615
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.815899581589958,,,1,0.807531380753138
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.769874476987448,,,2,0.807531380753138
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.715481171548117,,,3,0.807531380753138
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.748953974895398,,,4,0.807531380753138
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.790794979079498,,,5,0.807531380753138
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.810043668122271,,,1,0.842794759825327
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.84061135371179,,,2,0.842794759825327
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.820960698689956,,,3,0.842794759825327
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.829694323144105,,,4,0.842794759825327
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,4,0.803493449781659,,,5,0.842794759825327
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.725,,,1,0.763
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.726,,,2,0.763
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.729,,,3,0.763
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.715,,,4,0.763
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.753,,,5,0.763
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.674977284703089,,,1,0.726205449925899
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.683168640457746,,,2,0.726205449925899
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.673561659893634,,,3,0.726205449925899
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.659997127608239,,,4,0.726205449925899
F1,Overall,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.722769201250458,,,5,0.726205449925899
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.525423728813559,,,1,0.628571428571429
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.542222222222222,,,2,0.628571428571429
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.504672897196262,,,3,0.628571428571429
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.497607655502392,,,4,0.628571428571429
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.661764705882353,,,5,0.628571428571429
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.656804733727811,,,1,0.691218130311615
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.70379746835443,,,2,0.691218130311615
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.659154929577465,,,3,0.691218130311615
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.61878453038674,,,4,0.691218130311615
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.660919540229885,,,5,0.691218130311615
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.702702702702703,,,1,0.751515151515152
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.685344827586207,,,2,0.751515151515152
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.711538461538462,,,3,0.751515151515152
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.731707317073171,,,4,0.751515151515152
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.750515463917526,,,5,0.751515151515152
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.814977973568282,,,1,0.833517089305403
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.801310043668122,,,2,0.833517089305403
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.818880351262349,,,3,0.833517089305403
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.791889007470651,,,4,0.833517089305403
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.817877094972067,,,5,0.833517089305403
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.539130434782609,,,1,0.620967741935484
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.586538461538462,,,2,0.620967741935484
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.580645161290323,,,3,0.620967741935484
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.590909090909091,,,4,0.620967741935484
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.596026490066225,,,5,0.620967741935484
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.711538461538462,,,1,0.713450292397661
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.652582159624413,,,2,0.713450292397661
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.676300578034682,,,3,0.713450292397661
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.622222222222222,,,4,0.713450292397661
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.692771084337349,,,5,0.713450292397661
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.652329749103943,,,1,0.7265625
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.706666666666667,,,2,0.7265625
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.658362989323844,,,3,0.7265625
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.711462450592885,,,4,0.7265625
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.739837398373984,,,5,0.7265625
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.822222222222222,,,1,0.841870824053452
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.801310043668122,,,2,0.841870824053452
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.823399558498896,,,3,0.841870824053452
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.774530271398747,,,4,0.841870824053452
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.837528604118993,,,5,0.841870824053452
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.512396694214876,,,1,0.636363636363636
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.504132231404959,,,2,0.636363636363636
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.446280991735537,,,3,0.636363636363636
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.429752066115702,,,4,0.636363636363636
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.743801652892562,,,5,0.636363636363636
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.60989010989011,,,1,0.67032967032967
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.763736263736264,,,2,0.67032967032967
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.642857142857143,,,3,0.67032967032967
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.615384615384615,,,4,0.67032967032967
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.631868131868132,,,5,0.67032967032967
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.761506276150628,,,1,0.778242677824268
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.665271966527197,,,2,0.778242677824268
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.774058577405858,,,3,0.778242677824268
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.753138075313808,,,4,0.778242677824268
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.761506276150628,,,5,0.778242677824268
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.807860262008734,,,1,0.825327510917031
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.801310043668122,,,2,0.825327510917031
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.814410480349345,,,3,0.825327510917031
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.810043668122271,,,4,0.825327510917031
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,random,250,5,0.799126637554585,,,5,0.825327510917031
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.551,,,1,0.477
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.39,,,2,0.477
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.47,,,3,0.477
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.462,,,4,0.477
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.354,,,5,0.477
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.457497361807392,,,1,0.450192792275451
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.380880665034888,,,2,0.450192792275451
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.29132460653386,,,3,0.450192792275451
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.399518514492463,,,4,0.450192792275451
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.359432946726459,,,5,0.450192792275451
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.306122448979592,,,1,0.344186046511628
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.303030303030303,,,2,0.344186046511628
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.0437956204379562,,,3,0.344186046511628
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.187134502923977,,,4,0.344186046511628
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.349030470914127,,,5,0.344186046511628
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.316109422492401,,,1,0.332665330661323
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.358814352574103,,,2,0.332665330661323
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.0972222222222222,,,3,0.332665330661323
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.303296703296703,,,4,0.332665330661323
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.334346504559271,,,5,0.332665330661323
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.538666666666667,,,1,0.586206896551724
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.555555555555555,,,2,0.586206896551724
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.390501319261214,,,3,0.586206896551724
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.591596638655462,,,4,0.586206896551724
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.401234567901235,,,5,0.586206896551724
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.669090909090909,,,1,0.537712895377129
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.306122448979592,,,2,0.537712895377129
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.633779264214047,,,3,0.537712895377129
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.51604621309371,,,4,0.537712895377129
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.353120243531202,,,5,0.537712895377129
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.4,,,1,0.393617021276596
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.318181818181818,,,2,0.393617021276596
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.1875,,,3,0.393617021276596
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.32,,,4,0.393617021276596
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.2625,,,5,0.393617021276596
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.353741496598639,,,1,0.261829652996845
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.250544662309368,,,2,0.261829652996845
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.132075471698113,,,3,0.261829652996845
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.252747252747253,,,4,0.261829652996845
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.23109243697479,,,5,0.261829652996845
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.742647058823529,,,1,0.604444444444444
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.498338870431894,,,2,0.604444444444444
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.528571428571429,,,3,0.604444444444444
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.49438202247191,,,4,0.604444444444444
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.764705882352941,,,5,0.604444444444444
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.573208722741433,,,1,0.607142857142857
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.692307692307692,,,2,0.607142857142857
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.513550135501355,,,3,0.607142857142857
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.626168224299065,,,4,0.607142857142857
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.582914572864322,,,5,0.607142857142857
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.247933884297521,,,1,0.305785123966942
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.289256198347107,,,2,0.305785123966942
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.0247933884297521,,,3,0.305785123966942
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.132231404958678,,,4,0.305785123966942
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.520661157024794,,,5,0.305785123966942
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.285714285714286,,,1,0.456043956043956
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.631868131868132,,,2,0.456043956043956
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.0769230769230769,,,3,0.456043956043956
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.379120879120879,,,4,0.456043956043956
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.604395604395604,,,5,0.456043956043956
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.422594142259414,,,1,0.569037656903766
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.627615062761506,,,2,0.569037656903766
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.309623430962343,,,3,0.569037656903766
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.736401673640167,,,4,0.569037656903766
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.271966527196653,,,5,0.569037656903766
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.803493449781659,,,1,0.482532751091703
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.196506550218341,,,2,0.482532751091703
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.827510917030568,,,3,0.482532751091703
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.438864628820961,,,4,0.482532751091703
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,1,0.253275109170306,,,5,0.482532751091703
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.336,,,1,0.418
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.375,,,2,0.418
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.443,,,3,0.418
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.381,,,4,0.418
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.521,,,5,0.418
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.313782260783923,,,1,0.360532216320594
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.325280243863169,,,2,0.360532216320594
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.355153135675618,,,3,0.360532216320594
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.350488436433841,,,4,0.360532216320594
F1,Overall,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.354489155490781,,,5,0.360532216320594
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.33592534992224,,,1,0.367614879649891
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.358851674641148,,,2,0.367614879649891
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.243137254901961,,,3,0.367614879649891
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.327868852459016,,,4,0.367614879649891
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.168539325842697,,,5,0.367614879649891
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.300230946882217,,,1,0.252927400468384
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.270168855534709,,,2,0.252927400468384
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.183622828784119,,,3,0.252927400468384
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.32183908045977,,,4,0.252927400468384
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.114503816793893,,,5,0.252927400468384
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.194444444444444,,,1,0.226148409893993
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.134328358208955,,,2,0.226148409893993
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.360655737704918,,,3,0.226148409893993
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.244224422442244,,,4,0.226148409893993
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.446194225721785,,,5,0.226148409893993
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,stratified,10,2,0.424528301886792,,,1,0.595438175270108
