measure,label,model,dataset,arch,pvp,sampling,nshot,sample,value,time_train,time_test,run,majority
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.513966480446927,,,4,0.540983606557377
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.539877300613497,,,5,0.540983606557377
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.718562874251497,,,1,0.714285714285714
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.680952380952381,,,2,0.714285714285714
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.670731707317073,,,3,0.714285714285714
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.624390243902439,,,4,0.714285714285714
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.754838709677419,,,5,0.714285714285714
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.703296703296703,,,1,0.722627737226277
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.721991701244813,,,2,0.722627737226277
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.592920353982301,,,3,0.722627737226277
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.709803921568628,,,4,0.722627737226277
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.678807947019868,,,5,0.722627737226277
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.866834170854271,,,1,0.915760869565217
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.933139534883721,,,2,0.915760869565217
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.857142857142857,,,3,0.915760869565217
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.897506925207756,,,4,0.915760869565217
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.905263157894737,,,5,0.915760869565217
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.768595041322314,,,1,0.818181818181818
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.87603305785124,,,2,0.818181818181818
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.636363636363636,,,3,0.818181818181818
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.760330578512397,,,4,0.818181818181818
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.727272727272727,,,5,0.818181818181818
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.659340659340659,,,1,0.686813186813187
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.785714285714286,,,2,0.686813186813187
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.604395604395604,,,3,0.686813186813187
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.703296703296703,,,4,0.686813186813187
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.642857142857143,,,5,0.686813186813187
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.803347280334728,,,1,0.828451882845188
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.728033472803347,,,2,0.828451882845188
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.841004184100419,,,3,0.828451882845188
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.757322175732218,,,4,0.828451882845188
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.857740585774059,,,5,0.828451882845188
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.753275109170306,,,1,0.735807860262009
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.700873362445415,,,2,0.735807860262009
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.655021834061135,,,3,0.735807860262009
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.707423580786026,,,4,0.735807860262009
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,1,0.751091703056769,,,5,0.735807860262009
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.7,,,1,0.754
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.729,,,2,0.754
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.761,,,3,0.754
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.731,,,4,0.754
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.737,,,5,0.754
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.682015023531477,,,1,0.736762279558256
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.713757413322673,,,2,0.736762279558256
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.737331228279417,,,3,0.736762279558256
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.713886800906788,,,4,0.736762279558256
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.715586551667381,,,5,0.736762279558256
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.615853658536585,,,1,0.660550458715596
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.664556962025316,,,2,0.660550458715596
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.628378378378378,,,3,0.660550458715596
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.629969418960245,,,4,0.660550458715596
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.640243902439024,,,5,0.660550458715596
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.636842105263158,,,1,0.718498659517426
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.683760683760684,,,2,0.718498659517426
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.73551637279597,,,3,0.718498659517426
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.706199460916442,,,4,0.718498659517426
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.673629242819843,,,5,0.718498659517426
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.727272727272727,,,1,0.768
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.73921200750469,,,2,0.768
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.770526315789474,,,3,0.768
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.740458015267176,,,4,0.768
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.748971193415638,,,5,0.768
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.748091603053435,,,1,0.8
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.7675,,,2,0.8
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.814903846153846,,,3,0.8
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.778920308483291,,,4,0.8
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.799501867995019,,,5,0.8
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.48792270531401,,,1,0.524271844660194
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.538461538461538,,,2,0.524271844660194
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.531428571428572,,,3,0.524271844660194
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.5,,,4,0.524271844660194
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.507246376811594,,,5,0.524271844660194
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.611111111111111,,,1,0.701570680628272
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.710059171597633,,,2,0.701570680628272
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.67906976744186,,,3,0.701570680628272
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.693121693121693,,,4,0.701570680628272
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.641791044776119,,,5,0.701570680628272
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.689138576779026,,,1,0.735632183908046
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.670068027210884,,,2,0.735632183908046
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.775423728813559,,,3,0.735632183908046
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.680701754385965,,,4,0.735632183908046
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.736842105263158,,,5,0.735632183908046
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.896341463414634,,,1,0.935672514619883
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.89766081871345,,,2,0.935672514619883
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.906417112299465,,,3,0.935672514619883
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.946875,,,4,0.935672514619883
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.930434782608696,,,5,0.935672514619883
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.834710743801653,,,1,0.892561983471074
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.867768595041322,,,2,0.892561983471074
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.768595041322314,,,3,0.892561983471074
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.851239669421488,,,4,0.892561983471074
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.867768595041322,,,5,0.892561983471074
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.664835164835165,,,1,0.736263736263736
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.659340659340659,,,2,0.736263736263736
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.802197802197802,,,3,0.736263736263736
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.71978021978022,,,4,0.736263736263736
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.708791208791209,,,5,0.736263736263736
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.769874476987448,,,1,0.803347280334728
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.824267782426778,,,2,0.803347280334728
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.765690376569038,,,3,0.803347280334728
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.811715481171548,,,4,0.803347280334728
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.761506276150628,,,5,0.803347280334728
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.641921397379913,,,1,0.698689956331878
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.670305676855895,,,2,0.698689956331878
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.740174672489083,,,3,0.698689956331878
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.661572052401747,,,4,0.698689956331878
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,2,0.700873362445415,,,5,0.698689956331878
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.692,,,1,0.734
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.73,,,2,0.734
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.66,,,3,0.734
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.713,,,4,0.734
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.718,,,5,0.734
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.674820235255741,,,1,0.714860487317525
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.699984997901394,,,2,0.714860487317525
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.646065461467222,,,3,0.714860487317525
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.69127015653032,,,4,0.714860487317525
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.703645650943299,,,5,0.714860487317525
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.569014084507042,,,1,0.623853211009174
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.597864768683274,,,2,0.623853211009174
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.573065902578797,,,3,0.623853211009174
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.607843137254902,,,4,0.623853211009174
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.668831168831169,,,5,0.623853211009174
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.684073107049608,,,1,0.687664041994751
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.657963446475196,,,2,0.687664041994751
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.616136919315403,,,3,0.687664041994751
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.645161290322581,,,4,0.687664041994751
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.644329896907216,,,5,0.687664041994751
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.698744769874477,,,1,0.767068273092369
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.746506986027944,,,2,0.767068273092369
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.690909090909091,,,3,0.767068273092369
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.742063492063492,,,4,0.767068273092369
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.74703557312253,,,5,0.767068273092369
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.747448979591837,,,1,0.780856423173804
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.797604790419162,,,2,0.780856423173804
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.704149933065596,,,3,0.780856423173804
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.770012706480305,,,4,0.780856423173804
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.754385964912281,,,5,0.780856423173804
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.431623931623932,,,1,0.495145631067961
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.525,,,2,0.495145631067961
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.43859649122807,,,3,0.495145631067961
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.502702702702703,,,4,0.495145631067961
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.550802139037433,,,5,0.495145631067961
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.651741293532338,,,1,0.658291457286432
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.626865671641791,,,2,0.658291457286432
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.555066079295154,,,3,0.658291457286432
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.588235294117647,,,4,0.658291457286432
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.606796116504854,,,5,0.658291457286432
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.698744769874477,,,1,0.737451737451737
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.713740458015267,,,2,0.737451737451737
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.66796875,,,3,0.737451737451737
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.705660377358491,,,4,0.737451737451737
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.707865168539326,,,5,0.737451737451737
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.898773006134969,,,1,0.922619047619048
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.883289124668435,,,2,0.922619047619048
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.910034602076125,,,3,0.922619047619048
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.9209726443769,,,4,0.922619047619048
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.885294117647059,,,5,0.922619047619048
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.834710743801653,,,1,0.84297520661157
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.694214876033058,,,2,0.84297520661157
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.826446280991736,,,3,0.84297520661157
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.768595041322314,,,4,0.84297520661157
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.851239669421488,,,5,0.84297520661157
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.71978021978022,,,1,0.71978021978022
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.692307692307692,,,2,0.71978021978022
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.692307692307692,,,3,0.71978021978022
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.714285714285714,,,4,0.71978021978022
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.686813186813187,,,5,0.71978021978022
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.698744769874477,,,1,0.799163179916318
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.782426778242678,,,2,0.799163179916318
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.715481171548117,,,3,0.799163179916318
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.782426778242678,,,4,0.799163179916318
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.790794979079498,,,5,0.799163179916318
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.639737991266376,,,1,0.676855895196507
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.72707423580786,,,2,0.676855895196507
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.574235807860262,,,3,0.676855895196507
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.661572052401747,,,4,0.676855895196507
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,3,0.657205240174673,,,5,0.676855895196507
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.663,,,1,0.72
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.735,,,2,0.72
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.738,,,3,0.72
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.687,,,4,0.72
Accuracy,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.699,,,5,0.72
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.647102233755253,,,1,0.702866275459327
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.717782866432721,,,2,0.702866275459327
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.719364634999071,,,3,0.702866275459327
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.666355407503937,,,4,0.702866275459327
F1,Overall,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.682623980502046,,,5,0.702866275459327
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.584795321637427,,,1,0.617647058823529
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.666666666666667,,,2,0.617647058823529
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.64797507788162,,,3,0.617647058823529
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.571428571428572,,,4,0.617647058823529
F1,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.606413994169096,,,5,0.617647058823529
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.604651162790698,,,1,0.691099476439791
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.685421994884911,,,2,0.691099476439791
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.692111959287532,,,3,0.691099476439791
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.659949622166247,,,4,0.691099476439791
F1,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.657534246575342,,,5,0.691099476439791
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.6875,,,1,0.730923694779117
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.736434108527132,,,2,0.730923694779117
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.745341614906832,,,3,0.730923694779117
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.678038379530917,,,4,0.730923694779117
F1,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.721189591078067,,,5,0.730923694779117
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.711462450592886,,,1,0.771794871794872
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.782608695652174,,,2,0.771794871794872
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.792029887920299,,,3,0.771794871794872
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.756005056890013,,,4,0.771794871794872
F1,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.745358090185676,,,5,0.771794871794872
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.452488687782805,,,1,0.479452054794521
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.574850299401198,,,2,0.479452054794521
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.52,,,3,0.479452054794521
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.441441441441441,,,4,0.479452054794521
Precision,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.468468468468469,,,5,0.479452054794521
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.570731707317073,,,1,0.66
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.641148325358852,,,2,0.66
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.644549763033175,,,3,0.66
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.609302325581395,,,4,0.66
Precision,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.655737704918033,,,5,0.66
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.644688644688645,,,1,0.702702702702703
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.685920577617329,,,2,0.702702702702703
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.737704918032787,,,3,0.702702702702703
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.691304347826087,,,4,0.702702702702703
Precision,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.648829431438127,,,5,0.702702702702703
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.897009966777409,,,1,0.934782608695652
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.907780979827089,,,2,0.934782608695652
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.921739130434783,,,3,0.934782608695652
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.897897897897898,,,4,0.934782608695652
Precision,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.949324324324324,,,5,0.934782608695652
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.826446280991736,,,1,0.867768595041322
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.793388429752066,,,2,0.867768595041322
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.859504132231405,,,3,0.867768595041322
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.809917355371901,,,4,0.867768595041322
Recall,argumentagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.859504132231405,,,5,0.867768595041322
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.642857142857143,,,1,0.725274725274725
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.736263736263736,,,2,0.725274725274725
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.747252747252747,,,3,0.725274725274725
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.71978021978022,,,4,0.725274725274725
Recall,argumentfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.659340659340659,,,5,0.725274725274725
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.736401673640167,,,1,0.761506276150628
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.794979079497908,,,2,0.761506276150628
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.753138075313808,,,3,0.761506276150628
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.665271966527197,,,4,0.761506276150628
Recall,claimagainst,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.811715481171548,,,5,0.761506276150628
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.589519650655022,,,1,0.657205240174673
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.687772925764192,,,2,0.657205240174673
Recall,claimfor,xlmroberta-large,ukraine,pet,prompt,equal,250,4,0.694323144104803,,,3,0.657205240174673
