measure,label,model,dataset,arch,pvp,sampling,nshot,sample,value,time_train,time_test,run,majority
Recall,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,1,0.102620087336245,12.0177159309387,20.0630574226379,4,0.0895196506550218
Recall,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,1,0.0960698689956332,12.016615152359,20.2247447967529,5,0.0895196506550218
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.319,12.0702321529388,20.2504966259003,1,0.301
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.303,12.0145280361176,20.1938927173615,2,0.301
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.263,12.0352201461792,19.6266076564789,3,0.301
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.309,12.0050418376923,19.6288325786591,4,0.301
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.289,12.0304889678955,19.4252803325653,5,0.301
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.323943294348546,12.0702321529388,20.2504966259003,1,0.306733918754827
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.308901538323005,12.0145280361176,20.1938927173615,2,0.306733918754827
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.248276914661897,12.0352201461792,19.6266076564789,3,0.306733918754827
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.311617333719421,12.0050418376923,19.6288325786591,4,0.306733918754827
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.304632336288653,12.0304889678955,19.4252803325653,5,0.306733918754827
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.20704845814978,12.0702321529388,20.2504966259003,1,0.206315789473684
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.192,12.0145280361176,20.1938927173615,2,0.206315789473684
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.217721518987342,12.0352201461792,19.6266076564789,3,0.206315789473684
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.191721132897603,12.0050418376923,19.6288325786591,4,0.206315789473684
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.236421725239617,12.0304889678955,19.4252803325653,5,0.206315789473684
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.368421052631579,12.0702321529388,20.2504966259003,1,0.360957642725599
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.321995464852608,12.0145280361176,20.1938927173615,2,0.360957642725599
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.371508379888268,12.0352201461792,19.6266076564789,3,0.360957642725599
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.362264150943396,12.0050418376923,19.6288325786591,4,0.360957642725599
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.328703703703704,12.0304889678955,19.4252803325653,5,0.360957642725599
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.448780487804878,12.0702321529388,20.2504966259003,1,0.398936170212766
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.428235294117647,12.0145280361176,20.1938927173615,2,0.398936170212766
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.219931271477663,12.0352201461792,19.6266076564789,3,0.398936170212766
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.395833333333333,12.0050418376923,19.6288325786591,4,0.398936170212766
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.420765027322404,12.0304889678955,19.4252803325653,5,0.398936170212766
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.271523178807947,12.0702321529388,20.2504966259003,1,0.260726072607261
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.293375394321767,12.0145280361176,20.1938927173615,2,0.260726072607261
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.183946488294314,12.0352201461792,19.6266076564789,3,0.260726072607261
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.296650717703349,12.0050418376923,19.6288325786591,4,0.260726072607261
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.232638888888889,12.0304889678955,19.4252803325653,5,0.260726072607261
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.141141141141141,12.0702321529388,20.2504966259003,1,0.138418079096045
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.12664907651715,12.0145280361176,20.1938927173615,2,0.138418079096045
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.156934306569343,12.0352201461792,19.6266076564789,3,0.138418079096045
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.130177514792899,12.0050418376923,19.6288325786591,4,0.138418079096045
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.146534653465347,12.0304889678955,19.4252803325653,5,0.138418079096045
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.28,12.0702321529388,20.2504966259003,1,0.271468144044321
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.274131274131274,12.0145280361176,20.1938927173615,2,0.271468144044321
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.249063670411985,12.0352201461792,19.6266076564789,3,0.271468144044321
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.275862068965517,12.0050418376923,19.6288325786591,4,0.271468144044321
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.284,12.0304889678955,19.4252803325653,5,0.271468144044321
